sujeto ,time ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
2,"4,75","52,007816","10,550099","1,425061","0,814359","0,341725","3,195691","0,721472","0,719447","0,891623","0,223553","3,309438","1,889596","1,981949","1,178188","0,690308","2,411829","3,597619","1,171829","0,919713","0,83815","36,747673","10,167523","2,508656","0,947585","0,469091"
2,"4,875","51,976475","11,313167","1,444977","0,838753","0,376412","2,438715","0,763603","0,853405","0,967468","0,217605","3,0281","1,74159","1,899135","1,042292","0,634114","2,838783","3,712429","1,270306","0,966734","0,923848","38,004765","11,192761","2,279777","0,998833","0,45653"
2,5,"44,906364","10,58778","1,448552","0,812036","0,406231","1,913959","0,722321","1,021772","0,971253","0,228659","2,786407","1,537098","1,666992","0,973458","0,575017","3,295944","3,618083","1,344113","1,054988","0,964503","34,074299","10,839166","1,981423","1,00271","0,436169"
2,"5,125","33,077202","8,636011","1,439957","0,751578","0,41551","1,601151","0,611937","1,198895","0,903614","0,24656","2,667201","1,290654","1,339294","0,983917","0,519805","3,677296","3,346885","1,406824","1,187007","0,956455","26,092937","9,25112","1,695759","0,983667","0,400715"
2,"5,25","20,635155","6,148278","1,414073","0,697219","0,398148","1,41544","0,468574","1,355969","0,792221","0,264566","2,711288","1,01738","0,995169","1,057709","0,478645","3,877791","2,964047","1,458143","1,343201","0,912219","17,066044","6,986959","1,490032","0,988281","0,35492"
2,"5,375","10,585087","3,794216","1,35074","0,686221","0,36033","1,237698","0,340619","1,465157","0,67156","0,278611","3,019339","0,763992","0,714008","1,156679","0,461066","3,823833","2,556992","1,483","1,483886","0,854613","9,220475","4,683947","1,387356","1,051203","0,314594"
2,"5,5","4,723354","2,039517","1,232265","0,733616","0,314707","1,048877","0,263846","1,512668","0,570743","0,286393","3,562211","0,617353","0,552808","1,234727","0,469924","3,55162","2,191247","1,454103","1,567894","0,806204","4,26929","2,83365","1,352812","1,170707","0,293075"
2,"5,625","2,510683","1,023871","1,064286","0,824258","0,273627","0,911782","0,253571","1,499371","0,499353","0,287014","4,350712","0,685195","0,510565","1,25811","0,495566","3,14956","1,912991","1,334744","1,564298","0,778787","1,966396","1,635339","1,335678","1,310644","0,293137"
2,"5,75","2,502077","0,574358","0,87293","0,921168","0,244792","0,890496","0,292578","1,43925","0,448278","0,280869","5,310695","1,003539","0,546237","1,216849","0,521386","2,789733","1,719921","1,120485","1,465486","0,76885","1,388694","0,990398","1,299303","1,410213","0,307076"
2,"5,875","3,346726","0,401039","0,684519","0,985853","0,228779","1,026234","0,350742","1,348698","0,407293","0,269469","6,2887","1,561822","0,609983","1,123737","0,528987","2,623222","1,582071","0,856729","1,290128","0,760628","1,562948","0,659218","1,232373","1,415994","0,322214"
2,6,"4,73556","0,345054","0,537933","1,001417","0,223152","1,302874","0,402753","1,236603","0,384272","0,254458","7,063819","2,271448","0,676442","1,013316","0,509941","2,69488","1,482828","0,607566","1,073082","0,736984","2,384086","0,512796","1,159042","1,31768","0,329474"
2,"6,125","6,747089","0,392665","0,472168","0,978239","0,223875","1,642275","0,441421","1,107751","0,402603","0,239173","7,331533","3,009351","0,735363","0,924122","0,470323","2,910179","1,432407","0,422116","0,855358","0,691445","4,126845","0,548421","1,080927","1,144899","0,327404"
2,"6,25","9,77128","0,532346","0,536608","0,946411","0,22872","2,016329","0,465466","0,988973","0,478975","0,233095","7,097335","3,620851","0,807296","0,878631","0,428289","3,249509","1,43445","0,331762","0,681007","0,633016","7,625978","0,722738","1,003949","0,953887","0,321894"
2,"6,375","13,608907","0,728297","0,767564","0,940333","0,238974","2,249059","0,478853","0,915989","0,620875","0,250572","6,486784","3,953982","0,942432","0,872585","0,403181","3,640568","1,449723","0,327067","0,588521","0,578557","12,880843","0,941616","0,95367","0,801674","0,321939"
2,"6,5","17,361067","0,907546","1,166782","0,987126","0,260389","2,332192","0,480407","0,916806","0,831289","0,302171","5,741801","3,931462","1,173958","0,901761","0,407057","4,101869","1,427068","0,377056","0,607268","0,546423","18,853472","1,082404","0,958278","0,726546","0,335808"
2,"6,625","20,531754","1,008143","1,697513","1,104749","0,301455","2,262044","0,472317","1,005496","1,10388","0,387289","5,114801","3,612427","1,513268","0,97255","0,440093","4,549068","1,336044","0,45896","0,744476","0,549341","24,704456","1,090122","1,057436","0,748266","0,36797"
2,"6,75","21,817915","1,001053","2,305513","1,280363","0,366635","2,103721","0,453172","1,16746","1,410493","0,495895","4,669862","3,17664","2,023719","1,096888","0,489435","4,931623","1,193752","0,596475","0,965296","0,58664","28,117228","0,980896","1,283526","0,855118","0,414979"
2,"6,875","21,196913","0,912027","3,000146","1,47376","0,44976","1,947826","0,420422","1,376203","1,704079","0,612014","4,490191","2,855732","2,814571","1,269611","0,535486","5,12587","1,059248","0,874076","1,206927","0,64313","28,841173","0,83705","1,733504","1,011593","0,466206"
2,7,"18,645267","0,87229","3,838812","1,633898","0,534149","1,869112","0,405392","1,622661","1,93038","0,719002","4,385146","2,907085","3,896611","1,462689","0,564003","5,055904","1,021934","1,404302","1,402134","0,695493","26,070511","0,821308","2,54512","1,17381","0,508251"
,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"0,125","8,089882","14,716739","4,009596","0,863897","0,384201","2,003726","2,708385","1,420995","0,580037","0,815581","9,478402","58,671131","6,854501","0,83542","0,378592","1,954727","8,73542","3,757052","0,617698","0,411065","11,497472","22,542524","4,385735","0,775696","0,522099"
3,"0,25","8,147463","15,729822","4,382241","0,829644","0,373311","2,282133","3,189722","1,214202","0,490931","0,784151","8,959079","54,715797","6,589705","0,906356","0,394603","2,634004","11,254639","3,823855","0,639467","0,447852","11,569976","23,790154","4,75369","0,776401","0,513131"
3,"0,375","7,88577","15,167013","4,411854","0,792647","0,355198","2,464504","3,34084","1,055848","0,451779","0,737292","8,144767","50,119213","6,415934","0,97258","0,3992","3,319583","14,378121","3,814655","0,658789","0,466384","10,989227","22,686954","4,814641","0,74819","0,493398"
3,"0,5","7,235637","13,255891","4,027712","0,757578","0,325158","2,421639","3,092693","0,964502","0,462024","0,678159","6,876066","44,755062","6,162174","1,032814","0,392609","3,775328","17,405748","3,590372","0,682301","0,457277","9,764503","19,654388","4,447227","0,691234","0,458093"
3,"0,625","6,281906","10,685456","3,334113","0,728627","0,285702","2,159488","2,558246","0,944714","0,500628","0,614916","5,538488","38,999382","5,944288","1,081936","0,38057","3,859163","19,389242","3,15872","0,721686","0,421955","8,103364","15,738886","3,762144","0,618561","0,408306"
3,"0,75","5,228608","8,272437","2,585236","0,709042","0,244196","1,771305","1,932339","0,988093","0,542019","0,558545","4,500997","33,44249","5,92966","1,116514","0,37313","3,604502","19,59374","2,698102","0,781358","0,371289","6,327075","12,125054","3,053377","0,552058","0,351798"
3,"0,875","4,30759","6,580057","2,029454","0,700388","0,208876","1,383109","1,404806","1,075466","0,576779","0,51975","3,924413","28,57938","6,092478","1,1247","0,37812","3,170577","17,940613","2,492666","0,854787","0,320347","4,759844","9,590605","2,620821","0,511772","0,298871"
3,1,"3,617045","5,663888","1,761249","0,704139","0,185427","1,097402","1,065363","1,15947","0,611982","0,503725","3,86657","24,720598","6,164568","1,097935","0,396513","2,835713","14,999814","2,662942","0,936856","0,281346","3,587667","8,111387","2,539547","0,5178","0,257115"
3,"1,125","3,114959","5,266058","1,709383","0,722874","0,178033","0,97152","0,911425","1,19337","0,657106","0,508159","4,161981","21,905098","5,869886","1,058244","0,421873","2,961253","11,760234","3,104754","1,021364","0,259644","2,908346","7,247384","2,657501","0,580309","0,232182"
3,"1,25","2,71143","5,168497","1,73313","0,764471","0,189502","0,996058","0,912031","1,14995","0,715677","0,524475","4,673898","19,965281","5,322467","1,040908","0,445346","3,766285","9,181592","3,572202","1,099921","0,253564","2,704707","6,662232","2,759265","0,703296","0,229921"
3,"1,375","2,39448","5,362039","1,693606","0,829599","0,221304","1,118369","1,045029","1,032854","0,786637","0,540096","5,509505","18,686705","5,123664","1,089516","0,45991","5,225286","7,738858","3,82839","1,161357","0,256584","2,903517","6,369602","2,673756","0,872757","0,253083"
3,"1,5","2,243371","6,039603","1,561742","0,899325","0,271916","1,285306","1,288169","0,883463","0,872753","0,544064","6,656898","18,048155","5,832107","1,221213","0,461712","7,119729","7,250481","3,744138","1,186557","0,261498","3,478541","6,671957","2,402471","1,047491","0,297555"
3,"1,625","2,395638","7,38027","1,367519","0,943419","0,334846","1,441967","1,610075","0,748801","0,980964","0,532258","7,894481","18,027145","7,469356","1,396293","0,449412","9,149282","7,124941","3,297163","1,163459","0,26499","4,389117","7,824818","2,03902","1,179843","0,352994"
3,"1,75","2,915549","9,319174","1,168365","0,930674","0,397885","1,543661","1,94465","0,670402","1,113004","0,508012","9,019897","18,397688","9,584423","1,543971","0,425209","11,044584","7,061551","2,685402","1,096404","0,267454","5,512343","9,795175","1,713884","1,230462","0,404683"
3,"1,875","3,709553","11,481395","1,061476","0,84753","0,447369","1,559918","2,204628","0,65485","1,251008","0,478461","9,852314","19,00635","11,362134","1,593314","0,396004","12,55197","7,334505","2,235247","1,006512","0,271698","6,650722","12,171314","1,553419","1,185293","0,438735"
3,2,"4,533822","13,290589","1,156086","0,710431","0,4742","1,524318","2,317176","0,677008","1,361989","0,449969","9,965238","19,920637","11,995164","1,511045","0,370387","13,469218","8,416458","2,198744","0,923241","0,280953","7,486952","14,295837","1,639365","1,05705","0,449093"
3,"2,125","5,117059","14,287307","1,506298","0,564424","0,475884","1,517826","2,244683","0,706514","1,410613","0,426155","9,048517","22,660273","11,196317","1,312294","0,353309","13,699928","10,571994","2,630937","0,87579","0,295479","7,787123","15,651643","1,960747","0,885145","0,439451"
3,"2,25","5,306618","14,408802","2,016572","0,460732","0,456226","1,616808","2,007766","0,730294","1,372854","0,409191","7,356582","30,844669","9,41176","1,055903","0,342783","13,162435","13,535533","3,34425","0,884498","0,311933","7,449926","16,25025","2,371644","0,722205","0,420744"
3,"2,375","5,102415","14,152037","2,554971","0,431469","0,422329","1,800543","1,691723","0,756064","1,251266","0,402521","5,439116","47,943066","7,427631","0,831723","0,333804","11,929082","16,666229","4,033609","0,946641","0,324411","6,604651","16,773148","2,716667","0,613906","0,404157"
3,"2,5","4,664407","14,348376","3,01106","0,476506","0,382782","2,005467","1,414183","0,79261","1,0798","0,408436","3,633861","74,366646","5,794657","0,706211","0,323009","10,281126","19,182169","4,437383","1,036943","0,32915","5,54311","18,151022","2,923768","0,582241","0,394562"
3,"2,625","4,221289","15,536955","3,245685","0,574551","0,34597","2,142587","1,290773","0,841871","0,907804","0,427086","2,224911","106,54924","4,599883","0,70411","0,311538","8,524014","20,419538","4,414994","1,117462","0,328865","4,557625","20,773001","2,934559","0,623139","0,388917"
3,"2,75","4,031131","17,681316","3,152989","0,703044","0,317974","2,129735","1,392673","0,911878","0,782291","0,454586","1,422795","137,298706","3,731577","0,801426","0,304398","6,944809","20,167492","3,997893","1,161765","0,333206","3,994574","24,256186","2,713754","0,718698","0,379565"
3,"2,875","4,294631","20,127346","2,740377","0,841868","0,303421","1,95974","1,695703","0,990915","0,723988","0,481361","1,226582","158,148788","3,107221","0,94687","0,307818","5,796006","18,688496","3,378641","1,159875","0,355172","4,236252","27,549702","2,313167","0,842824","0,363418"
3,3,"5,028259","21,951246","2,132366","0,971695","0,30995","1,671847","2,09071","1,061311","0,722579","0,498096","1,435372","162,898361","2,808054","1,084052","0,327102","5,140718","16,465155","2,793724","1,116404","0,404193","5,506206","29,428207","1,852888","0,965066","0,349429"
3,"3,125","6,025129","22,523865","1,531025","1,074714","0,347909","1,358233","2,450585","1,104147","0,758077","0,504577","1,798964","150,254807","2,914249","1,169169","0,360781","4,851454","14,012077","2,430608","1,05853","0,477436","7,521386","29,1448","1,479503","1,055571","0,354622"
3,"3,25","6,972981","21,718115","1,098344","1,138526","0,421855","1,089036","2,670056","1,119443","0,819923","0,512488","2,106298","124,034027","3,350714","1,194826","0,400817","4,698805","11,605383","2,377243","1,039832","0,559463","9,71745","26,717596","1,27639","1,092163","0,393794"
3,"3,375","7,358411","19,840134","0,939939","1,157625","0,523131","0,924424","2,69949","1,136642","0,905732","0,537944","2,223492","91,432312","3,891262","1,172142","0,437071","4,456979","9,31493","2,65151","1,124941","0,628052","10,988756","22,807734","1,292198","1,070379","0,468257"
3,"3,5","7,095383","17,387375","1,040874","1,139163","0,628717","0,858811","2,559751","1,196634","1,003209","0,590977","2,191067","60,007568","4,294673","1,119197","0,462044","4,078437","7,174401","3,205378","1,335266","0,667245","11,029845","18,36204","1,483964","1,005512","0,561881"
3,"3,625","6,227317","14,786406","1,305759","1,09934","0,707944","0,88561","2,315629","1,317166","1,08759","0,663851","2,148586","34,900112","4,371783","1,048035","0,473171","3,630311","5,32537","3,921596","1,618173","0,676878","9,719193","14,202695","1,760798","0,919564","0,645618"
3,"3,75","5,037585","12,233567","1,644628","1,061285","0,736453","0,968282","2,034286","1,484242","1,140381","0,7326","2,257797","17,839293","4,090688","0,962245","0,472744","3,222711","3,906298","4,609829","1,879354","0,670696","7,660442","10,745363","2,050022","0,838438","0,689259"
3,"3,875","3,959474","9,744323","1,945397","1,0343","0,70728","1,094982","1,757493","1,647467","1,159914","0,77071","2,556638","7,967697","3,50733","0,867622","0,464781","2,958398","2,967094","5,072211","2,01594","0,666279","5,706341","8,033418","2,264776","0,78105","0,676291"
3,4,"3,222151","7,340463","2,098167","1,01689","0,631765","1,218207","1,511957","1,740995","1,153063","0,76308","2,870723","3,292184","2,757998","0,774498","0,452131","2,803372","2,464578","5,149178","1,981831","0,673926","4,482357","5,960403","2,32775","0,760773","0,610307"
3,"4,125","2,907489","5,204241","2,055559","0,997604","0,532718","1,313825","1,329569","1,727371","1,136615","0,712801","3,104573","1,712907","2,041388","0,701601","0,435043","2,772171","2,254074","4,789252","1,80957","0,689529","4,12599","4,465428","2,21021","0,776923","0,512326"
3,"4,25","2,842234","3,654113","1,839481","0,959647","0,434979","1,317105","1,2479","1,601192","1,126012","0,639123","3,101766","1,552272","1,480017","0,663792","0,41296","2,608895","2,177146","4,088144","1,585267","0,697405","4,162543","3,59894","1,964394","0,811028","0,411265"
3,"4,375","2,969461","2,948093","1,534687","0,897214","0,356135","1,24132","1,281127","1,39934","1,12578","0,566934","3,111436","1,774614","1,106983","0,664504","0,386422","2,456033","2,119472","3,222025","1,393175","0,683191","4,264995","3,375575","1,69931","0,836843","0,332117"
3,"4,5","3,225072","3,040914","1,266135","0,814369","0,30046","1,097334","1,397506","1,192187","1,127234","0,515037","3,18789","2,032519","0,929281","0,685562","0,356385","2,179872","2,045423","2,400909","1,284683","0,643932","4,12454","3,627543","1,52388","0,829048","0,286397"
3,"4,625","3,578463","3,583143","1,125128","0,717588","0,261442","0,942068","1,51304","1,051817","1,109896","0,488734","3,484667","2,285509","0,905838","0,697168","0,323684","1,967144","1,995155","1,790987","1,261334","0,588369","3,899196","4,08009","1,502431","0,777278","0,271179"
3,"4,75","4,456847","4,086994","1,119243","0,617567","0,233529","0,839774","1,540048","1,024982","1,050709","0,480588","3,943643","2,528363","0,955876","0,675284","0,289186","1,829502","2,025792","1,435608","1,282584","0,533246","4,347731","4,418719","1,622177","0,693517","0,275926"
3,"4,875","6,767511","4,189214","1,177938","0,535733","0,217621","0,819008","1,433804","1,114008","0,946192","0,477998","4,412499","2,753865","1,021135","0,624809","0,254783","1,846193","2,150812","1,278491","1,292104","0,492219","6,437085","4,405849","1,797859","0,614691","0,28887"
3,5,"10,999565","3,917927","1,202382","0,500508","0,216442","0,884131","1,211475","1,280117","0,817604","0,470852","4,807683","2,949329","1,0494","0,574601","0,224829","2,002507","2,33782","1,216608","1,254156","0,467617","10,457539","4,082144","1,919352","0,583019","0,301729"
3,"5,125","16,898371","3,553465","1,132827","0,532899","0,22769","1,001981","0,944493","1,488772","0,702136","0,454933","5,056505","3,127192","1,029839","0,551169","0,205413","2,204009","2,539342","1,195379","1,166988","0,452481","15,837189","3,728807","1,921246","0,626222","0,311186"
3,"5,25","23,196989","3,414189","1,003443","0,623495","0,244921","1,123329","0,720055","1,694171","0,628467","0,430182","5,21856","3,295632","0,984952","0,558974","0,201947","2,373747","2,682029","1,188746","1,052471","0,438385","21,439087","3,644042","1,819425","0,734873","0,317495"
3,"5,375","27,700602","3,669527","0,873498","0,73848","0,261639","1,20311","0,595194","1,848575","0,61065","0,401135","5,351706","3,47021","0,962068","0,582859","0,215531","2,464811","2,715548","1,215842","0,933773","0,422649","25,247433","3,964715","1,662092","0,869305","0,323894"
3,"5,5","29,202694","4,225808","0,790013","0,833193","0,27467","1,220267","0,586211","1,922336","0,651887","0,373955","5,435684","3,642903","1,019772","0,60638","0,241755","2,468257","2,647881","1,348995","0,830671","0,409954","26,394911","4,57728","1,510109","0,982691","0,333751"
3,"5,625","26,898281","4,768607","0,78067","0,879189","0,286594","1,215174","0,677645","1,91908","0,746962","0,355724","5,379332","3,761913","1,183493","0,62598","0,273137","2,382566","2,501627","1,640102","0,763274","0,405397","24,31595","5,15192","1,418257","1,054373","0,348763"
