sujeto ,time ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
15,"2,5","3,950083","1,311953","1,93639","1,24539","0,539864","1,825986","1,513446","4,056302","3,551689","3,110442","2,122993","2,935199","0,897765","1,247046","1,365649","3,270983","5,576004","3,579227","2,37437","5,838313","5,604327","1,695145","1,523254","1,336424","0,4699"
15,"2,625","3,236548","0,952899","1,9136","1,125193","0,568037","1,480606","1,78497","4,95844","4,071435","3,265319","1,928705","3,010825","1,017067","1,266406","1,505845","4,102525","5,972222","4,23355","2,489182","6,955962","4,176311","1,335817","1,255349","1,125777","0,488423"
15,"2,75","2,673302","0,74791","1,891116","1,043195","0,589428","1,157534","1,959087","5,871747","4,474007","3,177674","1,897481","2,801783","1,163764","1,299897","1,599318","4,69732","5,979674","4,630651","2,665813","7,648629","3,074288","1,185139","1,218693","0,98749","0,523367"
15,"2,875","2,295573","0,68793","1,787019","0,992593","0,606198","0,944899","1,975158","6,511346","4,679634","2,870141","2,022158","2,385727","1,327036","1,349404","1,659361","4,948411","5,63289","4,565916","2,828292","7,914994","2,360526","1,150428","1,321924","0,890401","0,569244"
15,3,"2,134036","0,731409","1,609585","0,957385","0,619115","0,861121","1,845456","6,636668","4,64046","2,431571","2,243585","1,930143","1,473992","1,410312","1,699363","4,880545","5,020825","3,99544","2,885571","7,909198","2,07941","1,128797","1,504314","0,798708","0,61217"
15,"3,125","1,9154","0,846135","1,43572","0,921918","0,626329","0,879417","1,614145","6,18023","4,358663","1,981206","2,487352","1,593948","1,574455","1,472261","1,716317","4,593438","4,263262","3,111029","2,795155","7,822086","1,876518","1,087113","1,741069","0,701648","0,636277"
15,"3,25","1,763379","1,026784","1,346663","0,874853","0,625212","0,953687","1,349232","5,273527","3,891502","1,619072","2,67968","1,489674","1,611483","1,519927","1,692648","4,192827","3,45767","2,243789","2,573754","7,758757","1,826189","1,066885","2,007853","0,610851","0,631646"
15,"3,375","1,860869","1,24456","1,363874","0,812971","0,614076","1,056833","1,114912","4,190094","3,331414","1,388555","2,822692","1,616656","1,581818","1,531114","1,608008","3,811617","2,683146","1,689274","2,284668","7,690063","2,148561","1,109014","2,241426","0,54657","0,597725"
15,"3,5","2,367814","1,461671","1,437665","0,742291","0,597597","1,193829","0,945966","3,206544","2,77641","1,274196","2,936569","1,884147","1,496199","1,486727","1,457919","3,578407","2,020559","1,544285","1,990644","7,513396","2,93603","1,233861","2,363774","0,521969","0,548863"
15,"3,625","3,279811","1,627855","1,490247","0,68008","0,584486","1,400948","0,825277","2,492326","2,30115","1,22986","3,024134","2,143223","1,375448","1,383593","1,262087","3,541295","1,54479","1,698835","1,729284","7,159258","4,235263","1,414816","2,317293","0,538421","0,509811"
15,"3,75","4,375652","1,714646","1,466113","0,640184","0,57999","1,658606","0,733908","2,075681","1,946537","1,216466","3,061205","2,284604","1,237222","1,231631","1,057706","3,612553","1,297299","1,953665","1,517727","6,652765","5,755626","1,594198","2,105513","0,589253","0,500338"
15,"3,875","5,402214","1,723224","1,349526","0,621537","0,581327","1,969661","0,666027","1,854177","1,704683","1,222022","3,001993","2,264351","1,094894","1,052738","0,880418","3,655267","1,258706","2,155222","1,366553","6,107172","7,169848","1,712128","1,792423","0,664394","0,522488"
15,4,"6,037436","1,698461","1,17295","0,613398","0,580602","2,235091","0,63049","1,696033","1,54011","1,234493","2,850406","2,109855","0,972252","0,88193","0,751677","3,515371","1,325304","2,25535","1,304152","5,663903","8,074872","1,763198","1,477035","0,752899","0,562031"
15,"4,125","6,158871","1,69428","0,981307","0,596276","0,569088","2,427469","0,647521","1,520526","1,398249","1,237346","2,667941","1,874765","0,889833","0,748773","0,67627","3,125733","1,40871","2,279981","1,355098","5,433004","8,318993","1,789055","1,248144","0,84031","0,597504"
15,"4,25","5,738351","1,743177","0,815077","0,558292","0,54285","2,483446","0,746439","1,323086","1,238163","1,217835","2,541904","1,603265","0,856978","0,676617","0,647049","2,57254","1,459051","2,289792","1,518581","5,469745","7,942301","1,842531","1,148532","0,912546","0,610564"
15,"4,375","4,980359","1,862218","0,706429","0,501624","0,502953","2,527763","0,958532","1,13336","1,066215","1,177163","2,568431","1,343151","0,868375","0,680247","0,650374","1,992348","1,456268","2,353308","1,777616","5,746639","7,176705","1,968343","1,177333","0,95911","0,593992"
15,"4,5","4,215337","2,063107","0,667538","0,447438","0,457406","2,662036","1,296232","0,993275","0,923932","1,127758","2,771343","1,137555","0,90463","0,769795","0,67581","1,503241","1,429189","2,524482","2,143006","6,222624","6,363051","2,181204","1,294678","0,984128","0,554809"
15,"4,625","3,801661","2,321251","0,692977","0,417902","0,418449","2,971291","1,753375","0,923381","0,847033","1,079945","3,074811","0,993801","0,933684","0,938763","0,717765","1,150889","1,426243","2,825144","2,60813","6,876511","5,760902","2,419005","1,431587","0,997454","0,507846"
15,"4,75","4,047629","2,569213","0,766883","0,421098","0,396099","3,379827","2,285718","0,928897","0,840058","1,035212","3,350687","0,917689","0,929937","1,14824","0,767895","0,949359","1,489218","3,261852","3,139546","7,667137","5,6441","2,574989","1,524616","1,006936","0,469478"
15,"4,875","5,309328","2,718119","0,870364","0,452736","0,393721","3,764765","2,793133","1,005227","0,874521","0,989404","3,554456","0,909458","0,893705","1,339099","0,809988","0,855609","1,633131","3,832197","3,660895","8,489899","6,270873","2,530967","1,532682","1,01633","0,449243"
15,5,"7,37991","2,713949","0,988669","0,498279","0,407324","3,983594","3,170085","1,141702","0,904271","0,934856","3,758165","0,952169","0,854488","1,455177","0,827731","0,819947","1,806456","4,505062","4,082548","9,1761","7,330774","2,254872","1,449088","1,023726","0,446235"
15,"5,125","10,157984","2,570436","1,106789","0,541849","0,428096","3,944074","3,332984","1,305408","0,892857","0,87194","4,062916","1,023499","0,856984","1,46106","0,815112","0,812337","1,928048","5,172712","4,322312","9,542481","8,700376","1,849417","1,300152","1,015672","0,453527"
15,"5,25","13,421982","2,328562","1,211333","0,576811","0,447634","3,667411","3,263823","1,449193","0,838955","0,818908","4,497205","1,100208","0,923411","1,350036","0,777101","0,880978","1,951576","5,671756","4,359563","9,473392","10,364511","1,436271","1,147164","0,981701","0,464048"
15,"5,375","16,375389","2,072796","1,296389","0,60556","0,461141","3,203681","3,019162","1,538093","0,773788","0,800215","4,952477","1,192409","1,043169","1,149984","0,725516","1,057222","1,892692","5,855167","4,243271","8,991301","11,934052","1,121005","1,073788","0,92252","0,474887"
15,"5,5","18,479774","1,895135","1,368636","0,632583","0,466963","2,647541","2,692471","1,562593","0,733832","0,827435","5,236132","1,33949","1,178191","0,913476","0,676704","1,308436","1,814114","5,668243","4,08767","8,253107","13,322285","0,980804","1,153044","0,849512","0,487163"
15,"5,625","18,788864","1,882466","1,442245","0,664427","0,466006","2,099169","2,371156","1,541278","0,733292","0,889782","5,185057","1,593614","1,300384","0,700659","0,645993","1,607142","1,786285","5,148269","4,01231","7,469111","13,813004","1,049178","1,397682","0,783691","0,503105"
15,"5,75","17,409605","2,045243","1,518356","0,704136","0,460422","1,655526","2,078725","1,51173","0,759228","0,958085","4,751611","1,948205","1,393079","0,556986","0,643409","1,839841","1,885484","4,418379","4,059905","6,813051","13,36508","1,294108","1,744032","0,741764","0,52272"
15,"5,875","14,539724","2,304072","1,580922","0,748275","0,455243","1,344559","1,812233","1,521589","0,786557","1,00363","4,061671","2,320455","1,463512","0,505548","0,672366","1,969966","2,14645","3,666221","4,167886","6,383222","11,837772","1,638859","2,074313","0,722068","0,545156"
15,6,"10,974726","2,510864","1,619237","0,790856","0,45731","1,179376","1,559776","1,605723","0,795875","1,012864","3,294254","2,581838","1,521663","0,54107","0,728557","1,962825","2,555845","3,072746","4,20763","6,181011","9,626581","1,985078","2,284741","0,716157","0,569021"
15,"6,125","7,573927","2,532092","1,612835","0,823959","0,470808","1,105123","1,343907","1,761622","0,782317","0,987601","2,610658","2,640285","1,563418","0,63748","0,802619","1,865421","3,055051","2,734836","4,098441","6,113463","7,253073","2,252086","2,309378","0,71425","0,590159"
15,"6,25","4,902901","2,330154","1,554836","0,839801","0,493408","1,092843","1,189433","1,935541","0,758297","0,941965","2,103972","2,491451","1,571555","0,753153","0,881874","1,718322","3,536188","2,612811","3,887232","6,031425","5,140409","2,401096","2,143338","0,705778","0,601892"
15,"6,375","3,150648","1,96548","1,453486","0,836235","0,516171","1,090741","1,113951","2,072329","0,742336","0,891361","1,760436","2,185644","1,52408","0,873175","0,949071","1,600839","3,875603","2,587348","3,753495","5,821714","3,564387","2,422726","1,835116","0,687508","0,597413"
15,"6,5","2,19338","1,548477","1,323251","0,812805","0,528538","1,084695","1,10917","2,121832","0,745532","0,844303","1,560149","1,811441","1,411591","1,002861","0,986637","1,560215","3,959986","2,513686","3,904204","5,447253","2,550625","2,32353","1,462336","0,660784","0,574009"
15,"6,625","1,749658","1,202644","1,183642","0,771205","0,524431","1,090892","1,155207","2,080742","0,762264","0,800931","1,507586","1,464979","1,251596","1,141886","0,985097","1,637636","3,753417","2,330431","4,429579","4,951585","1,960806","2,135219","1,100704","0,626723","0,537375"
15,"6,75","1,608021","1,007324","1,045514","0,714542","0,506472","1,144191","1,237669","1,996166","0,781183","0,75582","1,619113","1,207448","1,088888","1,277748","0,95231","1,821307","3,317253","2,099397","5,220416","4,435886","1,644544","1,913166","0,804514","0,585172","0,502229"
15,"6,875","1,721151","0,994745","0,913924","0,648999","0,485288","1,242339","1,363361","1,918455","0,788937","0,706982","1,843485","1,036376","0,981577","1,386467","0,911423","2,063832","2,756977","1,931061","5,99686","4,009703","1,546583","1,727241","0,600313","0,543487","0,487019"
15,7,"1,8727","1,113552","0,782844","0,582004","0,472291","1,372555","1,566788","1,882874","0,781759","0,66267","2,06674","0,926064","0,979688","1,443141","0,884327","2,268595","2,193587","1,906707","6,427537","3,754107","1,392552","1,589273","0,490124","0,514307","0,504353"
,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,125","10,877015","13,590237","2,656163","2,281538","0,399531","3,694043","5,206281","0,97766","0,831388","0,340339","2,604277","11,52936","1,035022","1,134795","0,411976","4,942101","3,588898","1,708514","0,957921","0,369894","7,540542","13,32834","2,025608","2,196339","0,392048"
16,"0,25","9,376718","11,041382","2,837184","2,383785","0,436582","3,546906","4,643846","1,020612","0,842952","0,321757","2,523126","12,646891","1,087804","1,176125","0,43677","4,828416","3,545578","1,560565","1,000915","0,355268","6,187603","10,389639","2,028121","2,233178","0,44805"
16,"0,375","7,937226","8,990014","2,802306","2,332114","0,483867","3,51213","4,059387","1,003389","0,804392","0,298755","2,720451","13,658906","1,128115","1,18582","0,467908","4,490541","3,499531","1,370322","1,080613","0,342191","5,071815","8,018159","1,933813","2,133943","0,513271"
16,"0,5","6,970686","7,844251","2,569118","2,144981","0,526359","3,59511","3,577381","0,939007","0,731389","0,274","3,181724","14,156843","1,141691","1,163142","0,496842","3,980543","3,719462","1,198458","1,21283","0,334764","4,512128","6,523583","1,768574","1,958341","0,56261"
16,"0,625","6,680645","7,995832","2,230075","1,89524","0,558537","3,761054","3,266209","0,861959","0,647692","0,250647","3,860145","13,809037","1,179415","1,117545","0,518272","3,358742","4,362098","1,136337","1,386361","0,33734","4,575902","6,303808","1,616289","1,796072","0,585243"
16,"0,75","6,993764","9,634472","1,900006","1,664281","0,581671","3,833525","3,137512","0,804721","0,571067","0,231215","4,587798","12,598992","1,304334","1,066918","0,529564","2,740631","5,363077","1,231971","1,561359","0,351042","5,073582","7,691178","1,561551","1,71141","0,583306"
16,"0,875","7,67509","12,598246","1,664508","1,502114","0,602102","3,760042","3,175154","0,780811","0,509974","0,217436","5,290511","10,933257","1,53524","1,028625","0,531633","2,203045","6,449195","1,466936","1,691988","0,37375","5,746139","10,64611","1,641469","1,725079","0,567442"
16,1,"8,471532","16,198336","1,577041","1,424228","0,626083","3,50056","3,294924","0,795669","0,468453","0,21078","5,758444","9,377091","1,840824","1,011984","0,528524","1,819555","7,244128","1,788169","1,756232","0,402863","6,454818","14,49719","1,859353","1,824695","0,550252"
16,"1,125","9,288275","19,386284","1,613579","1,417378","0,6546","3,234695","3,400483","0,83924","0,447863","0,212042","5,993257","8,377551","2,124636","1,021639","0,526517","1,664008","7,488873","2,122284","1,766786","0,436491","7,243521","18,113846","2,14773","1,978629","0,540017"
16,"1,25","10,031916","21,213024","1,717647","1,458391","0,682192","2,999439","3,488472","0,909472","0,448017","0,220305","5,807262","8,072148","2,273897","1,05541","0,527863","1,697202","7,174613","2,407634","1,756888","0,472263","8,161216","20,387999","2,417454","2,15564","0,53759"
16,"1,375","10,564618","21,130564","1,853013","1,52977","0,700419","2,884493","3,605533","1,015047","0,466988","0,23295","5,33545","8,296725","2,249347","1,106345","0,529182","1,874736","6,511525","2,571931","1,758568","0,50582","9,071143","20,60891","2,59781","2,332184","0,538632"
16,"1,5","10,333322","19,228683","1,996824","1,591591","0,701731","2,788944","3,782335","1,144699","0,495287","0,247227","4,532847","8,677785","2,072628","1,160208","0,524015","2,060649","5,806302","2,5538","1,772966","0,529839","9,421885","18,763502","2,642583","2,458454","0,536666"
16,"1,625","9,599385","16,157042","2,094727","1,59505","0,682352","2,748616","3,971971","1,266828","0,522877","0,261074","3,754559","8,824011","1,839861","1,201053","0,506137","2,25964","5,348079","2,347175","1,776516","0,536401","9,303585","15,542241","2,534452","2,480731","0,526567"
16,"1,75","8,362297","12,890121","2,089466","1,507973","0,644662","2,667391","4,076448","1,329796","0,540605","0,273227","3,091915","8,464184","1,639397","1,217228","0,473614","2,369969","5,286425","1,990471","1,734009","0,521382","8,411066","12,039925","2,27992","2,365378","0,505407"
16,"1,875","7,267068","10,288721","1,965022","1,336854","0,597718","2,622105","4,016628","1,295658","0,545907","0,284382","2,743468","7,554404","1,50367","1,207266","0,430336","2,45818","5,583187","1,572092","1,631335","0,489423","7,31528","9,278662","1,924065","2,12104","0,4729"
16,2,"6,604152","8,706797","1,752413","1,128241","0,557483","2,5188","3,750436","1,154359","0,543075","0,295949","2,535126","6,297402","1,419395","1,170752","0,384936","2,437618","6,074494","1,173752","1,488581","0,452677","6,259346","7,73874","1,533135","1,800669","0,432232"
16,"2,125","6,372153","7,968238","1,520845","0,942272","0,540625","2,400924","3,310092","0,956809","0,541206","0,310057","2,423318","4,990511","1,399024","1,107882","0,348593","2,358341","6,586478","0,860826","1,353675","0,426329","5,559442","7,244061","1,198726","1,473944","0,390834"
16,"2,25","6,345804","7,58494","1,32842","0,816024","0,556551","2,223009","2,80336","0,76555","0,544047","0,328291","2,270324","3,867497","1,453994","1,015819","0,332323","2,191467","7,028983","0,678351","1,255253","0,422002","5,216588","7,169289","0,962384","1,192387","0,359344"
16,"2,375","6,157431","7,126839","1,214401","0,752532","0,602217","2,104188","2,372343","0,644744","0,55081","0,349388","2,113812","3,060331","1,580437","0,893451","0,340682","2,025309","7,307185","0,66524","1,191097","0,441845","4,988728","6,903849","0,850769","0,985734","0,347056"
16,"2,5","5,656366","6,416451","1,175477","0,732269","0,663066","2,117464","2,124156","0,608596","0,564911","0,370277","2,009641","2,58442","1,742464","0,75703","0,369166","1,91679","7,329664","0,832097","1,14071","0,478677","4,750636","6,20884","0,848712","0,863567","0,357654"
16,"2,625","5,013583","5,519156","1,198014","0,732632","0,719638","2,420501","2,084512","0,630401","0,594956","0,386477","2,125411","2,384045","1,87026","0,635814","0,406897","2,010999","7,067062","1,193271","1,093336","0,520417","4,597788","5,225641","0,918423","0,827556","0,387191"
16,"2,75","4,6139","4,591686","1,292672","0,744111","0,755891","3,024916","2,175005","0,674068","0,643008","0,393594","2,557048","2,39956","1,903546","0,556356","0,441769","2,401141","6,574364","1,71289","1,049445","0,556695","4,865568","4,205732","1,048584","0,870343","0,426503"
16,"2,875","4,648733","3,755586","1,4572","0,776661","0,764769","3,870381","2,263","0,71584","0,699209","0,389498","3,422421","2,57316","1,814061","0,540049","0,464916","3,133689","5,934263","2,293935","1,020737","0,584187","5,677487","3,326966","1,228692","0,971003","0,465177"
16,3,"4,92506","3,059849","1,631634","0,842524","0,749184","4,684019","2,255372","0,737011","0,744602","0,375167","4,599231","2,858054","1,627776","0,585449","0,471472","4,054101","5,247056","2,803588","1,012439","0,604397","6,791068","2,690422","1,404622","1,090647","0,493549"
16,"3,125","5,198881","2,486418","1,736761","0,934778","0,719973","5,214724","2,107408","0,727988","0,757512","0,353284","5,835511","3,190096","1,440314","0,672431","0,461401","4,944802","4,627334","3,124583","1,016124","0,620611","7,885383","2,287067","1,525661","1,177492","0,505922"
16,"3,25","5,127164","2,04648","1,725789","1,028321","0,693647","5,266462","1,854375","0,69756","0,726009","0,328427","6,827077","3,48344","1,35385","0,77703","0,441733","5,531244","4,170765","3,191558","1,01808","0,639629","8,476185","2,061845","1,571884","1,19236","0,508763"
16,"3,375","4,613748","1,807365","1,602401","1,089998","0,685012","4,968375","1,602671","0,673959","0,659301","0,306627","7,330556","3,645708","1,412083","0,890373","0,423042","5,690314","3,902037","2,994583","1,015434","0,667366","8,390474","1,993659","1,573337","1,127966","0,517442"
16,"3,5","4,028106","1,816257","1,421484","1,097636","0,698621","4,514591","1,46757","0,693444","0,584282","0,291829","7,267106","3,619079","1,58605","1,01603","0,41199","5,383801","3,748437","2,595626","1,027507","0,702936","7,787022","2,055323","1,577001","1,011059","0,544073"
16,"3,625","3,168368","2,025185","1,276009","1,052608","0,72658","4,278926","1,519202","0,799392","0,526908","0,284859","6,604766","3,409638","1,805259","1,152816","0,408674","4,707295","3,57171","2,131299","1,080294","0,736273","6,496674","2,199161","1,629972","0,886671","0,588915"
16,"3,75","2,67099","2,342178","1,257378","0,977881","0,754259","4,386609","1,747981","0,999422","0,50399","0,284707","5,581691","3,106013","1,99455","1,284338","0,40886","3,87267","3,257391","1,753218","1,183295","0,751621","5,160971","2,370872","1,752096","0,792391","0,638613"
16,"3,875","2,138304","2,669065","1,381406","0,901076","0,769895","4,675749","2,069879","1,257349","0,515737","0,288471","4,280576","2,837766","2,089315","1,376578","0,405808","3,002402","2,79953","1,543027","1,31339","0,733875","3,652241","2,5208","1,915959","0,739894","0,673009"
16,4,"2,015994","2,954363","1,598503","0,839009","0,770539","4,947434","2,392245","1,504335","0,544782","0,292621","3,150952","2,751732","2,069722","1,391906","0,395609","2,364451","2,353022","1,513459","1,425224","0,680874","2,533044","2,639253","2,066829","0,723044","0,677797"
16,"4,125","1,953967","3,172605","1,80943","0,792595","0,763861","4,842069","2,625193","1,644525","0,567933","0,29365","2,285046","2,897737","1,92276","1,312044","0,37947","1,959251","2,076523","1,607346","1,477472","0,606398","1,672789","2,707552","2,128665","0,730972","0,653749"
16,"4,25","2,15499","3,312238","1,917485","0,749231","0,762817","4,37489","2,730004","1,620051","0,573823","0,290267","1,821779","3,172424","1,655666","1,147915","0,361636","1,813891","2,039159","1,736535","1,452239","0,534092","1,329307","2,721367","2,059476","0,757465","0,615358"
16,"4,375","2,447339","3,375746","1,891791","0,6989","0,774967","3,528106","2,715597","1,43878","0,568198","0,284547","1,585511","3,384657","1,314601","0,93684","0,344927","1,788059","2,189461","1,832043","1,361053","0,484651","1,382056","2,701571","1,868677","0,796677","0,580055"
16,"4,5","2,893593","3,395647","1,814952","0,644448","0,79483","2,590724","2,634285","1,181105","0,56347","0,280315","1,494255","3,400767","0,969662","0,724344","0,329291","1,853823","2,412739","1,859493","1,2346","0,463526","1,832212","2,690537","1,636006","0,841732","0,557293"
16,"4,625","3,319306","3,410261","1,80723","0,597912","0,807514","1,775538","2,541978","0,946565","0,568324","0,281218","1,379197","3,221747","0,68358","0,543902","0,315598","1,925832","2,602037","1,812154","1,100166","0,463155","2,438952","2,71318","1,465425","0,875798","0,544514"
16,"4,75","3,612683","3,434876","1,957439","0,59071","0,802223","1,261638","2,472023","0,809024","0,581852","0,288396","1,216889","2,933594","0,51956","0,41424","0,307575","1,983946","2,671837","1,701413","0,980596","0,470817","2,990818","2,759028","1,426415","0,882735","0,531636"
16,"4,875","3,70172","3,460109","2,278168","0,665272","0,778858","1,139977","2,416358","0,779602","0,594806","0,300504","1,075725","2,683948","0,503254","0,33594","0,311025","2,030139","2,619097","1,557328","0,894321","0,476563","3,344694","2,800354","1,513546","0,868456","0,508514"
16,5,"3,588609","3,457477","2,688512","0,83841","0,74709","1,2593","2,373498","0,816352","0,591729","0,315087","1,058812","2,602999","0,620165","0,298121","0,330919","2,076167","2,531085","1,406968","0,847509","0,47783","3,421934","2,846436","1,646343","0,850394","0,472212"
16,"5,125","3,364486","3,405066","3,048365","1,088459","0,724736","1,552562","2,349571","0,851828","0,561546","0,330538","1,252534","2,75059","0,8309","0,293875","0,368038","2,120134","2,549342","1,296772","0,844081","0,480242","3,264491","2,936893","1,726228","0,845664","0,432324"
16,"5,25","3,111853","3,292333","3,211678","1,364206","0,722966","1,911336","2,369443","0,854797","0,50509","0,347248","1,662119","3,088249","1,081025","0,318013","0,414739","2,147992","2,781215","1,292257","0,879343","0,490484","2,986452","3,124761","1,680878","0,860154","0,401678"
16,"5,375","2,8742","3,096714","3,111013","1,603092","0,739133","2,41854","2,42562","0,838203","0,433737","0,36616","2,214685","3,508633","1,301357","0,360779","0,457452","2,221468","3,215385","1,416968","0,931454","0,51057","2,787514","3,403447","1,517949","0,882898","0,38786"
16,"5,5","2,649742","2,800332","2,777308","1,757106","0,762184","3,02523","2,464535","0,836298","0,36787","0,388483","2,751907","3,898277","1,438775","0,413086","0,483935","2,445823","3,709664","1,620712","0,978127","0,538684","2,837738","3,651874","1,319203","0,896942","0,389948"
16,"5,625","2,743975","2,43596","2,342762","1,821661","0,77996","3,776586","2,430378","0,881861","0,325947","0,415093","3,177318","4,172699","1,482196","0,46481","0,488182","3,012128","4,082663","1,81118","1,016796","0,571558","3,303488","3,737375","1,205756","0,895307","0,399794"
16,"5,75","3,417063","2,082788","1,992515","1,839555","0,783888","4,608953","2,279764","0,983783","0,319754","0,447809","3,520374","4,289679","1,463797","0,501668","0,472224","4,060729","4,199468","1,896644","1,060848","0,604788","4,261861","3,572708","1,267314","0,889015","0,408746"
16,"5,875","4,893225","1,827275","1,848773","1,865186","0,770682","5,409246","2,008236","1,102888","0,35121","0,492127","3,865965","4,213912","1,418868","0,511762","0,444934","5,518365","4,025878","1,842885","1,126673","0,632926","5,61281","3,154296","1,504603","0,894686","0,413642"
16,6,"7,034092","1,719239","1,92318","1,9355","0,740622","5,977004","1,645701","1,183337","0,409034","0,553799","4,245822","3,920665","1,363174","0,494935","0,417624","7,07971","3,619301","1,690487","1,21866","0,648724","7,030125","2,545773","1,812751","0,924992","0,416603"
16,"6,125","9,331963","1,792578","2,149331","2,049841","0,695165","6,126082","1,272092","1,192309","0,475962","0,630459","4,616755","3,425253","1,298208","0,463862","0,397587","8,309088","3,093337","1,528804","1,329343","0,645928","8,102392","1,89974","2,053346","0,986999","0,421949"
16,"6,25","11,159763","2,068329","2,433995","2,162465","0,638069","5,747564","0,976496","1,120184","0,533007","0,707532","4,880771","2,809036","1,234217","0,438552","0,385231","8,869956","2,577728","1,440873","1,432769","0,622505","8,509038","1,406885","2,147998","1,070199","0,431784"
16,"6,375","11,905494","2,496498","2,701063","2,199692","0,578546","4,893395","0,817484","0,996457","0,561591","0,761476","4,90997","2,21878","1,191878","0,436863","0,375806","8,559995","2,142191","1,4716","1,496032","0,583553","8,090823","1,176708","2,119519","1,145298","0,444257"
16,"6,5","11,108035","3,098866","2,922701","2,114247","0,530502","3,747751","0,813824","0,861977","0,557182","0,77001","4,591162","1,812292","1,191381","0,466064","0,363231","7,405329","1,787004","1,606582","1,500726","0,543223","6,869616","1,302186","2,050642","1,187243","0,455068"
16,"6,625","11,644121","4,279423","3,177878","1,921336","0,505348","2,567585","0,928962","0,749752","0,535799","0,723865","3,934784","1,676299","1,223008","0,520074","0,342053","5,711086","1,470171","1,761654","1,446596","0,517282","6,614033","2,104558","2,070055","1,18718","0,458842"
16,"6,75","21,910908","7,004467","3,564629","1,695783","0,504948","1,581682","1,109946","0,667416","0,521156","0,6332","3,139955","1,798008","1,245616","0,583937","0,311737","3,959349","1,17594","1,847479","1,350354","0,5158","11,974369","4,291912","2,281583","1,157605","0,450729"
16,"6,875","49,53878","11,937841","4,105829","1,520915","0,524782","1,017893","1,306297","0,607707","0,531934","0,526966","2,508685","2,067492","1,246694","0,648375","0,282137","2,541804","0,9535","1,832164","1,241272","0,541375","27,1626","8,292075","2,694702","1,117277","0,432477"
16,7,"95,221184","18,728537","4,737286","1,463025","0,558575","0,878268","1,463376","0,570707","0,576536","0,439963","2,144244","2,321285","1,235222","0,72041","0,26877","1,618293","0,827978","1,735198","1,171463","0,594301","52,484898","13,727962","3,216593","1,096072","0,415253"
,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"0,125","7,845716","5,123085","0,879403","0,704812","0,266964","3,846742","2,226375","0,790497","0,471728","0,344012","6,376641","24,741468","2,042076","1,001051","0,479595","4,623733","5,288142","0,841262","0,526721","0,373606","5,322614","7,261433","1,433986","0,681584","0,579345"
17,"0,25","5,462942","4,574677","0,972386","0,781371","0,281343","4,009016","2,750354","0,735254","0,467226","0,339548","6,949513","26,120342","1,733723","0,964212","0,470134","4,141387","6,80698","0,763121","0,5714","0,365867","4,761362","6,987097","1,247635","0,671442","0,531839"
17,"0,375","3,369091","4,220941","1,020925","0,858629","0,299807","3,825064","3,209569","0,668219","0,480772","0,329245","8,023483","27,441223","1,499305","0,943627","0,473509","3,53913","8,317998","0,687305","0,619878","0,357092","3,988213","6,948376","1,072041","0,706513","0,494043"
17,"0,5","2,085018","4,013906","0,998604","0,922979","0,314796","3,391146","3,496375","0,592537","0,52104","0,313346","9,163066","28,308208","1,338632","0,962235","0,487112","3,039941","9,337152","0,62538","0,668444","0,347467","3,34082","6,899693","0,919794","0,772438","0,469757"
17,"0,625","1,703904","3,830048","0,90321","0,957847","0,319651","2,818003","3,572601","0,511888","0,58476","0,293131","9,897811","28,831873","1,22267","1,023356","0,500111","2,714523","9,508581","0,57689","0,712523","0,339396","3,042241","6,583089","0,810535","0,835285","0,454486"
17,"0,75","1,960837","3,560114","0,755762","0,948993","0,312356","2,213708","3,450375","0,446159","0,654944","0,271441","10,056893","29,489435","1,12455","1,1129","0,502236","2,629447","8,813462","0,545031","0,749769","0,3382","3,150945","5,875739","0,756131","0,864978","0,441138"
17,"0,875","2,488935","3,175919","0,623306","0,895352","0,296385","1,672242","3,183557","0,424102","0,711603","0,252907","9,680438","30,428762","1,04402","1,214758","0,49028","2,785838","7,51994","0,547842","0,787005","0,345754","3,535388","4,851016","0,767025","0,852471","0,424221"
17,1,"3,023503","2,754446","0,570186","0,81501","0,280257","1,280625","2,848855","0,46399","0,742091","0,242431","8,874268","31,234219","0,977413","1,312246","0,469365","3,152381","6,082691","0,614357","0,837668","0,356826","4,024434","3,746433","0,837925","0,816768","0,402393"
17,"1,125","3,292287","2,384614","0,63613","0,734437","0,27341","1,027148","2,499655","0,564404","0,744387","0,241808","7,749072","31,016247","0,923858","1,389262","0,450354","3,587591","4,877128","0,776993","0,911281","0,361462","4,365404","2,767974","0,948756","0,783959","0,378821"
