sujeto ,tiempo,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
5,"5,75","38,809994","3,052295","1,397807","1,032111","0,758314","8,694674","0,788471","1,310561","1,060104","1,24271","9,759029","0,611694","1,097862","1,193738","0,883727","14,126872","1,288227","1,71252","1,223861","1,497215","32,504498","3,115898","2,341677","2,057158","1,144171"
5,"5,875","37,830185","2,766539","1,730091","1,097894","0,776566","9,921099","0,861138","1,344543","1,085765","1,236534","11,530134","0,693569","1,089405","1,253197","0,786747","16,700592","1,227989","1,579959","1,182151","1,624927","31,583632","3,185874","2,892319","2,011597","1,328147"
5,6,"32,52293","2,567007","1,99737","1,202652","0,815861","10,444517","0,90981","1,291683","1,1454","1,192453","12,610827","0,740996","1,136993","1,237072","0,696313","18,022064","1,166826","1,419139","1,184507","1,761908","27,110857","3,228928","3,362761","1,976633","1,545824"
5,"6,125","24,73102","2,356705","2,120953","1,323624","0,877037","10,610701","0,904557","1,171515","1,252327","1,125501","12,932086","0,748542","1,284488","1,169871","0,635767","17,966774","1,092492","1,287488","1,267692","1,887179","21,083664","3,14691","3,691326","1,975842","1,748201"
5,"6,25","18,493828","2,070743","2,065226","1,426675","0,956735","10,459886","0,836257","1,0192","1,398079","1,066929","12,919734","0,740979","1,520967","1,09272","0,611346","16,678658","0,992251","1,268738","1,42798","1,980783","16,406042","2,91815","3,871288","2,015094","1,912807"
5,"6,375","14,211823","1,741048","1,870123","1,486521","1,048519","10,309928","0,717683","0,874254","1,548021","1,047289","12,704954","0,746284","1,764491","1,045305","0,61302","14,683137","0,868199","1,4149","1,623829","2,030015","13,723424","2,605423","3,919998","2,103134","2,040679"
5,"6,5","12,719174","1,417601","1,584693","1,513782","1,142463","9,977368","0,57987","0,768187","1,648255","1,077943","12,371046","0,784038","1,898735","1,049723","0,624867","12,305593","0,735059","1,700575","1,803014","2,033761","13,144473","2,266644","3,831488","2,224159","2,146142"
5,"6,625","11,850217","1,185586","1,315288","1,553768","1,226532","9,396607","0,469217","0,71205","1,655454","1,142165","11,744251","0,858389","1,853881","1,108006","0,634507","10,012547","0,632171","2,04419","1,938767","1,9994","12,979746","1,991621","3,642401","2,352692","2,240741"
5,"6,75","10,498544","1,152405","1,160065","1,641819","1,290153","8,240716","0,423626","0,719933","1,559445","1,20391","10,512559","0,976888","1,681442","1,1939","0,63839","7,756292","0,623316","2,360864","2,030017","1,936554","12,110488","1,881788","3,442164","2,453241","2,320762"
5,"6,875","8,246649","1,381134","1,164835","1,774577","1,325121","6,607973","0,44783","0,788825","1,383986","1,225502","8,766753","1,146962","1,496795","1,262967","0,638954","5,767184","0,758433","2,562203","2,074","1,851918","10,157307","1,96342","3,340332","2,487192","2,364158"
5,7,"6,41895","1,853865","1,319403","1,90334","1,326536","4,683709","0,514494","0,892812","1,176128","1,183626","6,668181","1,413254","1,4019","1,279491","0,643509","3,971509","1,056017","2,601508","2,0597","1,754059","7,937757","2,196685","3,4397","2,420402","2,345766"
,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"0,125","8,857945","39,211174","1,929576","1,346475","0,857018","1,820708","3,595089","0,832617","0,528945","0,508191","16,579893","56,324181","5,757512","1,916135","1,365058","6,187773","13,864344","4,977095","4,938169","2,308814","13,751729","45,887569","1,571347","2,095534","0,792644"
6,"0,25","9,260223","40,722767","2,474869","1,806463","0,896302","1,690275","3,723764","1,010428","0,619113","0,556037","13,383939","75,170006","5,962852","2,30513","1,40275","6,564342","11,389591","4,657995","5,290023","2,182597","14,362251","46,550423","2,035718","2,310714","0,821082"
6,"0,375","9,565063","38,837215","3,125921","2,326622","0,911376","1,498333","3,81203","1,254544","0,711153","0,585938","11,381179","91,750122","5,505364","2,678484","1,421149","7,359546","9,015161","4,085525","5,684506","2,089008","14,143613","43,451286","2,747785","2,455309","0,827957"
6,"0,5","9,736053","34,396214","3,701322","2,748728","0,907049","1,286319","3,865579","1,505597","0,7849","0,593815","11,210483","104,124115","4,654227","2,899972","1,433408","8,42813","6,836386","3,444811","6,026921","2,098742","13,353381","37,78669","3,64064","2,476452","0,818301"
6,"0,625","9,687452","29,350037","4,0261","2,939419","0,893361","1,075127","3,899276","1,686425","0,820162","0,580908","12,503401","111,38945","3,794047","2,870292","1,447763","9,351775","5,038932","2,862209","6,136084","2,249635","12,129831","31,875143","4,49578","2,352226","0,803939"
6,"0,75","9,325133","25,98053","4,045544","2,857951","0,88089","0,890175","3,952602","1,723798","0,802807","0,553313","14,158054","113,457687","3,14979","2,579411","1,46632","9,707804","3,824893","2,41316","5,863444","2,516667","10,757804","28,214174","5,061156","2,120862","0,794661"
6,"0,875","8,552629","25,958902","3,815421","2,567823","0,883097","0,759402","4,097854","1,591214","0,734186","0,521209","14,818929","110,703003","2,811942","2,106757","1,484608","9,283625","3,262346","2,102642","5,174534","2,805457","9,361755","28,426302","5,150688","1,861706","0,795643"
6,1,"7,376715","29,472347","3,479468","2,211673","0,912988","0,725416","4,385669","1,359558","0,634207","0,495216","13,830757","104,341652","2,956285","1,578313","1,493418","8,166787","3,391581","1,945157","4,237294","3,014024","7,951105","32,421288","4,788468","1,66279","0,807414"
6,"1,125","5,918551","35,048489","3,196404","1,927796","0,972875","0,806327","4,779382","1,129884","0,532225","0,480516","11,633503","96,448166","3,570134","1,123925","1,482413","6,760819","4,258581","1,92438","3,368839","3,065124","6,46349","38,417095","4,184955","1,571243","0,823768"
6,"1,25","4,465477","40,251583","3,063564","1,787927","1,04677","0,974764","5,133235","0,980904","0,454201","0,473733","9,108666","89,268456","4,48009","0,854898","1,443124","5,630845","5,774821","1,962674","2,851136","2,918065","5,004676","43,792564","3,634266","1,578057","0,832784"
6,"1,375","3,529153","42,77412","3,134736","1,784441","1,106409","1,160411","5,236918","0,959299","0,417805","0,46934","7,259037","84,614754","5,657079","0,839112","1,372188","5,195008","7,669967","2,072081","2,808819","2,608522","4,160643","46,227539","3,381171","1,642255","0,82281"
6,"1,5","3,681571","41,324547","3,323572","1,850245","1,127381","1,312041","4,946338","1,054192","0,42983","0,465519","6,48312","83,024124","7,131885","1,083572","1,276021","5,528215","9,465181","2,282738","3,159831","2,240831","4,657485","44,585144","3,463217","1,708186","0,788542"
6,"1,625","5,158629","35,972965","3,435686","1,932479","1,101133","1,409097","4,290158","1,2215","0,485756","0,463357","6,504033","83,263924","8,767817","1,522925","1,169596","6,296855","10,592502","2,597181","3,675048","1,92965","6,752225","39,055008","3,685255","1,74246","0,732915"
6,"1,75","7,649434","28,160431","3,35424","2,024506","1,03933","1,440745","3,478463","1,393282","0,571029","0,466682","6,791671","82,547363","10,245672","2,029793","1,075035","6,968966","10,675614","2,951427","4,112334","1,741689","9,994184","31,052162","3,814454","1,746055","0,668257"
6,"1,875","10,40109","19,991997","3,073808","2,148186","0,965113","1,45856","2,757406","1,502261","0,661942","0,479169","6,722208","77,972404","11,150764","2,462238","1,015436","7,198912","9,772911","3,265986","4,321816","1,677864","13,481607","22,646646","3,717414","1,742651","0,610667"
6,2,"12,558134","13,344029","2,727885","2,314959","0,895224","1,455819","2,294713","1,517606","0,737412","0,497866","6,036615","68,033318","11,130894","2,701383","0,997657","6,889465","8,308208","3,534845","4,255396","1,684054","16,242334","15,733759","3,445153","1,761172","0,569616"
6,"2,125","13,488659","9,158284","2,48692","2,484475","0,833809","1,46216","2,125272","1,446252","0,780893","0,512743","4,909217","53,875874","10,066528","2,698131","1,009457","6,176189","6,808349","3,792291","3,95531","1,68737","17,531845","11,386165","3,169062","1,803728","0,542606"
6,"2,25","12,993659","7,390324","2,444154","2,579492","0,773345","1,490418","2,146627","1,315375","0,785212","0,514611","3,688744","38,96529","8,231367","2,48684","1,031442","5,341438","5,616979","4,028362","3,531068","1,637582","17,049526","9,689532","3,007967","1,833277","0,519935"
6,"2,375","11,236865","7,514852","2,612468","2,543856","0,705593","1,559141","2,240548","1,162954","0,756352","0,500703","2,629018","27,228676","6,052909","2,153773","1,048931","4,586403","4,805963","4,219352","3,129173","1,529401","14,982103","10,224138","3,003496","1,816998","0,494362"
6,"2,5","8,956034","9,071826","2,902118","2,383368","0,631938","1,658757","2,344859","1,021497","0,710749","0,476709","1,999811","21,269167","3,987396","1,805644","1,054996","4,206559","4,271682","4,334727","2,861591","1,392294","12,172313","12,480259","3,0862","1,763301","0,468251"
6,"2,625","6,8262","11,771446","3,197723","2,160222","0,563573","1,757298","2,45196","0,916833","0,666179","0,453126","1,769625","21,530155","2,426736","1,537713","1,048125","4,095964","3,88912","4,372352","2,777266","1,268345","9,438263","15,940289","3,176094","1,714263","0,449632"
6,"2,75","5,255682","15,407969","3,415811","1,965486","0,51412","1,861398","2,566425","0,878973","0,637074","0,437876","1,823135","26,473158","1,570739","1,390802","1,028357","4,204119","3,664899","4,341002","2,874592","1,202276","7,402689","20,243185","3,254585","1,711994","0,445265"
6,"2,875","4,302335","19,856079","3,517795","1,869112","0,487984","1,987062","2,666954","0,915049","0,627833","0,43425","2,106118","33,18021","1,339283","1,352783","0,995019","4,609324","3,781315","4,28317","3,114627","1,225368","6,40571","25,364824","3,310284","1,774403","0,458011"
6,3,"3,9001","24,849087","3,543477","1,898379","0,477524","2,166602","2,706654","1,002638","0,636334","0,441359","2,736705","38,438587","1,42568","1,407388","0,948521","5,542476","4,379594","4,239402","3,43869","1,340493","6,544141","31,301157","3,361235","1,881743","0,484558"
6,"3,125","4,131999","29,816156","3,537152","2,031222","0,474861","2,388206","2,638766","1,103908","0,657669","0,457182","3,847233","40,192745","1,596189","1,543774","0,894014","7,029037","5,388942","4,211627","3,759665","1,525446","7,733672","37,695026","3,41541","1,985008","0,516164"
6,"3,25","4,616417","33,854279","3,519243","2,221117","0,476473","2,592666","2,436786","1,177252","0,689984","0,483758","5,36961","38,080017","1,817807","1,754661","0,846281","8,712291","6,554615","4,145103","3,996705","1,734418","9,230476","43,539101","3,436543","2,028128","0,543362"
6,"3,375","5,321588","35,967117","3,458758","2,4195","0,487208","2,698266","2,122582","1,195299","0,733601","0,524053","6,985702","33,146828","2,051748","2,017025","0,823447","10,044403","7,520393","3,987829","4,148999","1,911309","10,602266","47,375431","3,346907","1,984549","0,560794"
6,"3,5","5,998228","35,424015","3,276764","2,578842","0,511522","2,623872","1,754899","1,141693","0,78451","0,575387","8,21894","27,179766","2,216311","2,272626","0,834143","10,530287","7,971129","3,694106","4,263957","2,004893","11,199372","47,780365","3,082442","1,864846","0,567251"
6,"3,625","6,624198","32,124374","2,900258","2,662682","0,549403","2,375707","1,401735","1,010536","0,834227","0,626798","8,705123","21,781843","2,238467","2,447785","0,870237","10,025916","7,80007","3,239119","4,368517","1,987893","11,06285","44,105461","2,618481","1,719561","0,569328"
6,"3,75","7,232187","26,718321","2,349997","2,656265","0,597257","2,075662","1,114732","0,825367","0,87073","0,662222","8,328399","17,720442","2,087285","2,485649","0,915512","8,784225","7,117809","2,652758","4,457543","1,876512","10,446399","36,871357","2,03994","1,620075","0,578458"
6,"3,875","7,788934","20,332893","1,729547","2,559198","0,649644","1,871498","0,915812","0,635477","0,883363","0,666314","7,220841","14,839536","1,805812","2,371745","0,953463","7,321271","6,151484","2,077438","4,503011","1,72201","9,786383","27,616138","1,484385","1,614684","0,602094"
6,4,"8,320014","14,182915","1,219644","2,385464","0,699599","1,88241","0,792714","0,501082","0,870024","0,634671","5,778336","12,489367","1,506454","2,13515","0,974028","6,130962","5,136168","1,647452","4,501387","1,593234","9,465115","18,34148","1,111048","1,695764","0,638833"
6,"4,125","8,841395","9,222146","0,986924","2,177176","0,739603","2,095058","0,721635","0,458282","0,843109","0,577599","4,442478","10,16066","1,298286","1,836383","0,981151","5,456767","4,248333","1,433614","4,47268","1,54637","9,694205","10,822468","1,028682","1,812518","0,679615"
6,"4,25","9,151176","5,807546","1,090648","1,984859","0,767549","2,373397","0,673164","0,497538","0,823044","0,511972","3,508485","7,678821","1,184682","1,545997","0,988827","5,166988","3,53387","1,448794","4,46117","1,606329","10,210791","5,912912","1,22815","1,900283","0,712787"
6,"4,375","9,18828","3,781632","1,482471","1,853989","0,784879","2,56102","0,630518","0,577941","0,823026","0,452849","2,96731","5,264655","1,120181","1,320105","1,006632","4,918804","2,9438","1,650807","4,53889","1,758029","10,586015","3,431819","1,636197","1,920501","0,727827"
6,"4,5","8,775588","2,667454","2,023912","1,79747","0,794103","2,532729","0,597688","0,655086","0,843619","0,409475","2,668931","3,31977","1,087749","1,180654","1,033655","4,30581","2,40774","1,941343","4,75618","1,957257","10,40856","2,534687","2,139873","1,864068","0,723303"
6,"4,625","8,153378","2,058028","2,546736","1,793733","0,801112","2,302013","0,602428","0,701272","0,872934","0,385416","2,46243","2,059329","1,079681","1,117643","1,06151","3,332617","1,907035","2,213015","5,139547","2,170624","9,677348","2,436708","2,621274","1,751586","0,711878"
6,"4,75","7,64366","1,777907","2,992656","1,803677","0,813447","1,960768","0,672252","0,72413","0,889021","0,381258","2,29306","1,427662","1,090919","1,107849","1,075541","2,364722","1,493163","2,427164","5,67994","2,38749","8,814219","2,714674","3,087823","1,613246","0,712041"
6,"4,875","7,350776","1,699643","3,321775","1,782924","0,834883","1,668882","0,804561","0,743341","0,866958","0,395144","2,099564","1,231732","1,104257","1,118106","1,05947","1,763694","1,218433","2,572544","6,305682","2,61566","8,033637","3,046049","3,506723","1,455148","0,733224"
6,5,"7,419257","1,687081","3,527213","1,71101","0,862787","1,4783","0,964515","0,792408","0,798414","0,424203","1,867363","1,288384","1,117126","1,112153","1,003823","1,731511","1,113676","2,670284","6,909022","2,863945","7,579503","3,177123","3,817017","1,269682","0,767807"
6,"5,125","7,473306","1,628426","3,597511","1,599903","0,890679","1,429472","1,105566","0,88782","0,696696","0,46496","1,691186","1,481817","1,151049","1,073095","0,910902","2,172266","1,198082","2,732522","7,380163","3,115489","7,164092","2,983799","3,966455","1,066888","0,799518"
6,"5,25","7,373178","1,4999","3,546159","1,481099","0,917558","1,455387","1,192074","1,006579","0,589944","0,513442","1,671409","1,72159","1,201283","1,014322","0,801288","2,77877","1,4836","2,734992","7,590729","3,336871","6,733921","2,517934","3,973014","0,886677","0,814229"
6,"5,375","6,929165","1,335173","3,363233","1,389507","0,948887","1,497325","1,225635","1,105038","0,510845","0,564776","1,899282","1,959364","1,249322","0,975213","0,708522","3,213139","1,97314","2,663863","7,414894","3,491056","6,102544","1,934166","3,877348","0,792431","0,811092"
6,"5,5","5,931332","1,204041","3,05786","1,330261","0,987338","1,52873","1,231583","1,137032","0,486391","0,609046","2,351815","2,160446","1,286916","0,999946","0,660146","3,304531","2,588771","2,539928","6,797125","3,56996","5,240507","1,425339","3,750143","0,826976","0,794989"
6,"5,625","4,736349","1,132702","2,658982","1,282266","1,030702","1,533415","1,232404","1,072139","0,524136","0,63312","2,930099","2,284539","1,309085","1,103229","0,665246","3,100083","3,180171","2,411915","5,800149","3,60037","4,628625","1,092376","3,620699","0,982741","0,769653"
6,"5,75","3,542861","1,107799","2,216439","1,218277","1,0718","1,506162","1,235606","0,912823","0,608863","0,628362","3,454322","2,308073","1,294363","1,261387","0,716276","2,775986","3,635427","2,34371","4,632441","3,64871","4,531669","0,940019","3,463895","1,198865","0,737291"
