sujeto ,tiempo,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
13,"3,625","8,971569","7,545995","1,456449","2,702941","1,26217","3,57658","3,894395","1,370689","0,936801","0,988036","3,508588","12,806984","0,788875","1,513592","1,654428","4,909977","3,928426","1,279874","1,725664","2,254236","6,90562","7,836318","2,198705","2,652348","0,880783"
13,"3,75","8,713203","6,00116","1,448358","2,641203","1,193824","3,475391","3,397802","1,086223","0,840069","1,030176","3,311494","10,213388","0,750658","1,43461","1,728849","4,759106","3,205187","1,511383","1,589567","2,292082","6,565718","6,879606","2,281201","2,612495","0,931972"
13,"3,875","8,297057","4,73209","1,401448","2,446309","1,137763","3,536549","2,9205","0,870316","0,729861","1,078856","3,111628","7,342698","0,781693","1,486616","1,770871","4,533385","2,790849","1,764831","1,527645","2,282881","6,320815","6,0995","2,372277","2,480207","1,018022"
13,4,"8,122564","4,142209","1,329352","2,227563","1,100013","3,648358","2,464703","0,755354","0,667975","1,137239","2,919379","4,93435","0,874357","1,679604","1,770317","4,27404","2,546283","1,950159","1,637059","2,227657","6,554098","5,802238","2,403647","2,338445","1,141296"
13,"4,125","8,21976","4,325084","1,23176","2,104297","1,107666","3,706501","2,039871","0,74998","0,71259","1,213368","2,716909","3,452016","1,025509","2,018991","1,737536","4,008401","2,386419","2,038096","1,956837","2,154548","7,211638","6,033043","2,307322","2,258775","1,3093"
13,"4,25","8,475925","5,027726","1,108785","2,143434","1,203836","3,665258","1,700082","0,847758","0,885595","1,307684","2,506971","2,933488","1,245221","2,490625","1,709222","3,775738","2,244814","2,006951","2,422046","2,109347","7,948525","6,551859","2,066488","2,272028","1,522827"
13,"4,375","8,719805","5,89168","0,981865","2,333055","1,435436","3,556168","1,488833","1,064027","1,166246","1,409032","2,367237","3,073603","1,540994","3,043218","1,75336","3,717888","2,105267","1,865646","2,900405","2,137338","8,425183","7,076087","1,808258","2,386671","1,768817"
13,"4,5","8,797044","6,593059","0,909612","2,584819","1,821847","3,425786","1,391053","1,436014","1,501639","1,503786","2,407401","3,536482","1,955491","3,578421","1,944218","3,992828","1,990523","1,669048","3,261405","2,268342","8,387338","7,374196","1,758639","2,585154","2,01858"
13,"4,625","8,560684","6,795269","0,936256","2,778049","2,323453","3,263976","1,362129","1,977494","1,822384","1,579719","2,721931","4,053568","2,520864","3,970547","2,309159","4,676461","1,929101","1,492867","3,424662","2,488777","7,783687","7,234304","2,067375","2,824616","2,228562"
13,"4,75","8,235473","6,404545","1,119526","2,829469","2,840175","3,055335","1,346742","2,630879","2,062805","1,628664","3,475274","4,477396","3,156608","4,121736","2,796496","5,716657","1,981601","1,381183","3,379424","2,740661","6,945525","6,664402","2,723926","3,038531","2,349296"
13,"4,875","7,999452","5,612941","1,528304","2,742714","3,245447","2,809622","1,302834","3,249207","2,176939","1,652538","4,721301","4,733994","3,732753","4,02034","3,284517","6,870335","2,202426","1,321848","3,179248","2,953834","6,192205","5,860921","3,583707","3,159496","2,345506"
13,5,"7,910124","4,699987","2,195881","2,591052","3,440531","2,517248","1,2397","3,637367","2,144264","1,674317","6,289864","4,770335","4,07778","3,733079","3,632564","7,834421","2,601169","1,283253","2,914813","3,091442","5,752083","5,082173","4,484766","3,126414","2,215229"
13,"5,125","8,065218","3,874665","3,103258","2,482923","3,410383","2,210445","1,315809","3,712186","2,002875","1,745746","7,892662","4,556822","4,148163","3,408953","3,759158","8,433915","3,165509","1,258385","2,66938","3,169681","5,632702","4,516229","5,349213","2,929278","2,007723"
13,"5,25","8,27951","3,324137","4,126611","2,494914","3,265488","1,996243","1,76099","3,675289","1,845927","1,9533","9,175536","4,106821","4,059787","3,243551","3,708848","8,624641","3,88678","1,259704","2,470945","3,25705","5,646894","4,243598","6,221821","2,621235","1,833177"
13,"5,375","8,576057","3,077405","5,095609","2,636906","3,188656","1,971651","2,729236","3,885695","1,773122","2,370368","9,853809","3,486807","4,011404","3,372517","3,620844","8,43232","4,782208","1,299126","2,302422","3,433381","5,668519","4,175681","7,22615","2,294695","1,816848"
13,"5,5","8,872646","3,024494","5,827468","2,843417","3,314912","2,175219","4,190813","4,618996","1,838857","2,985631","9,792281","2,844915","4,139632","3,793673","3,63486","8,039185","5,863496","1,38068","2,140196","3,725596","5,785481","4,168714","8,417291","2,032085","2,021034"
13,"5,625","9,261309","3,095926","6,147814","3,014815","3,640819","2,567088","5,884561","5,864013","2,025298","3,67132","9,060797","2,388517","4,451235","4,361621","3,805616","7,678807","7,085654","1,501424","1,99468","4,079182","6,12005","4,164514","9,591492","1,884364","2,399148"
13,"5,75","9,707532","3,223433","5,96822","3,072699","4,017702","3,068987","7,399286","7,289506","2,245673","4,221537","7,863245","2,254537","4,827573","4,89023","4,091208","7,510417","8,357589","1,683555","1,921483","4,382122","6,752652","4,148141","10,363014","1,849741","2,807347"
13,"5,875","10,14164","3,381693","5,323587","2,991042","4,238089","3,562727","8,298043","8,404882","2,386374","4,434275","6,487499","2,459812","5,094619","5,238262","4,394631","7,532043","9,577409","1,990172","1,989284","4,523244","7,505816","4,161924","10,340653","1,877524","3,073882"
13,6,"10,357901","3,557549","4,387224","2,803027","4,150784","3,933079","8,306363","8,790132","2,376439","4,210336","5,226452","2,884419","5,092777","5,321181","4,612998","7,680422","10,590306","2,466797","2,224918","4,456684","8,138198","4,30863","9,388826","1,909692","3,07839"
13,"6,125","10,145394","3,731406","3,439306","2,574725","3,735021","4,084766","7,427788","8,321856","2,210567","3,610851","4,31228","3,368382","4,767701","5,131224","4,688821","7,819954","11,156952","3,087405","2,598827","4,21562","8,434528","4,624285","7,7769","1,916356","2,812008"
13,"6,25","9,449369","3,892794","2,779781","2,374545","3,112784","3,967254","5,963434","7,242959","1,944379","2,832549","3,888298","3,734594","4,254354","4,736569","4,624254","7,803895","11,047342","3,747782","3,023634","3,88125","8,349415","5,076387","6,073184","1,915033","2,386002"
13,"6,375","8,402371","3,988037","2,60792","2,229522","2,465462","3,60243","4,407194","5,970956","1,67843","2,129465","3,990117","3,917796","3,786615","4,212078","4,437591","7,576892","10,177433","4,284645","3,388186","3,540097","8,118343","5,560112","4,825322","1,911831","1,968572"
13,"6,5","7,26941","3,954534","2,943537","2,132847","1,950245","3,107034","3,224757","4,863639","1,504072","1,699708","4,581935","4,013237","3,569453","3,641452","4,143206","7,204833","8,650848","4,572133","3,618645","3,259279","8,019344","5,888001","4,292465","1,915743","1,705063"
13,"6,625","6,347656","3,74421","3,596519","2,073195","1,646986","2,638039","2,694547","4,103336","1,461348","1,597268","5,511199","4,167131","3,646059","3,104791","3,754572","6,806313","6,705888","4,57806","3,676585","3,061753","8,290427","5,857049","4,320453","1,958502","1,658436"
13,"6,75","5,91517","3,346938","4,242837","2,068161","1,542832","2,301584","2,79985","3,629568","1,544902","1,735695","6,494847","4,483935","3,872845","2,667099","3,296961","6,467848","4,689826","4,371376","3,578599","2,934938","8,80657","5,362091","4,494925","2,081784","1,790527"
13,"6,875","6,131806","2,804042","4,547771","2,147767","1,564366","2,14101","3,304541","3,244269","1,711516","1,953519","7,274208","4,915163","3,980464","2,372839","2,812585","6,269946","2,941525","4,078644","3,363457","2,850782","9,3384","4,4816","4,418711","2,299242","1,996459"
13,7,"6,769211","2,260471","4,358194","2,305833","1,63532","2,113442","3,9052","2,813887","1,91679","2,10702","7,690915","5,301085","3,792846","2,245402","2,368977","6,217888","1,675327","3,797368","3,062194","2,785573","9,44055","3,516922","3,963423","2,564897","2,170341"
,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,125","4,617057","9,876307","1,391612","1,700852","1,282508","3,526835","13,23991","1,835119","1,171363","1,304712","13,504489","16,511593","3,862592","2,313672","1,564809","4,709262","5,78265","1,281365","1,411451","1,343392","6,149482","16,188799","1,865368","1,171404","1,042571"
14,"0,25","4,569602","11,916046","1,392341","1,775023","1,146529","3,280175","13,351967","1,805217","1,074658","1,233997","12,356538","19,781132","3,347345","2,176717","1,727283","4,450623","5,999008","1,198391","1,257759","1,369748","6,420307","19,580336","1,716446","1,244066","0,897491"
14,"0,375","4,741478","13,929684","1,322631","1,806836","1,039826","3,054982","12,223498","1,890286","0,944064","1,178168","10,630436","24,493","2,968003","2,045089","1,839249","4,709636","6,148804","1,350471","1,199233","1,377216","6,612068","22,293516","1,501898","1,292238","0,786874"
14,"0,5","5,162502","15,510868","1,208366","1,758128","0,975334","2,913449","10,158171","2,079488","0,82428","1,149847","8,810312","30,327585","2,731168","1,930533","1,858578","5,486516","6,15646","1,717179","1,182783","1,365275","6,76013","23,741949","1,295259","1,300479","0,730911"
14,"0,625","5,743996","16,476515","1,131444","1,622734","0,94815","2,801024","7,736459","2,323374","0,747872","1,145661","7,229633","36,710155","2,572224","1,829564","1,774998","6,488244","6,060467","2,215115","1,172979","1,335402","6,861992","23,899826","1,214341","1,265869","0,731713"
14,"0,75","6,481806","16,834637","1,198496","1,420332","0,941101","2,703455","5,532913","2,588057","0,724055","1,146479","6,143058","42,719902","2,378962","1,730063","1,614094","7,285573","5,965366","2,736629","1,15391","1,288291","6,941418","23,130959","1,40194","1,196674","0,768659"
14,"0,875","7,290995","16,689985","1,488944","1,187946","0,934253","2,644869","3,921166","2,880158","0,741193","1,12996","5,631938","47,411022","2,124132","1,639496","1,420021","7,528165","5,969819","3,163465","1,115626","1,221065","7,005569","21,92874","1,9381","1,113776","0,812244"
14,1,"8,042362","16,124054","2,014031","0,975264","0,922575","2,667914","2,95537","3,175065","0,76897","1,082963","5,668987","50,098442","1,931196","1,594062","1,244612","7,163957","6,050839","3,412153","1,050893","1,132353","7,05852","20,56996","2,776814","1,042181","0,845847"
14,"1,125","8,543458","15,103652","2,683147","0,826664","0,917242","2,812313","2,455419","3,404791","0,778074","1,008331","6,1411","50,348732","1,931943","1,622331","1,125082","6,364321","6,107573","3,470247","0,966059","1,032435","7,079434","19,000252","3,747519","0,999485","0,868546"
14,"1,25","8,639735","13,639616","3,345055","0,758919","0,927084","3,035856","2,218677","3,485223","0,757438","0,924602","6,852849","47,927399","2,117373","1,722812","1,073192","5,427186","6,034477","3,406354","0,898347","0,947039","7,019218","17,101748","4,631412","0,989292","0,884413"
14,"1,375","8,223239","11,86111","3,817427","0,767139","0,947981","3,261926","2,155527","3,383718","0,721119","0,860243","7,435342","42,982197","2,392609","1,874518","1,073297","4,608758","5,858392","3,304623","0,910012","0,908653","6,786097","14,914209","5,222507","1,023005","0,89597"
14,"1,5","7,146788","10,151031","4,000063","0,841688","0,970735","3,387171","2,282918","3,13497","0,695607","0,836111","7,486691","36,10585","2,674013","2,056192","1,097399","4,042998","5,757957","3,211576","1,063046","0,941516","6,161755","12,787394","5,453469","1,131521","0,907611"
14,"1,625","5,899519","8,902955","3,893272","0,979755","0,986733","3,380517","2,568889","2,818549","0,720367","0,853433","6,793922","28,266891","2,886309","2,242423","1,119973","3,721053","5,902946","3,140178","1,377494","1,048609","5,436651","11,153714","5,359869","1,349796","0,922649"
14,"1,75","4,650908","8,245546","3,526956","1,17959","0,991485","3,169672","2,865627","2,532215","0,823196","0,897801","5,495179","20,666765","3,03529","2,402426","1,131072","3,512637","6,292379","3,07248","1,808625","1,207867","4,569041","10,183624","4,979357","1,684083","0,944771"
14,"1,875","3,996524","7,945241","3,003863","1,423538","0,986051","2,844302","3,002933","2,375293","0,996557","0,949105","4,008566","14,222699","3,212991","2,511537","1,135831","3,308329","6,728666","3,009922","2,250293","1,380653","4,126653","9,630857","4,408904","2,077904","0,981996"
14,2,"4,005738","7,592839","2,484919","1,66891","0,976122","2,467147","2,888232","2,388985","1,198017","0,992533","2,774846","9,368679","3,5265","2,548969","1,145604","3,101626","6,954576","2,979023","2,581409","1,524768","4,267875","9,024846","3,770718","2,423203","1,046128"
14,"2,125","4,611845","6,92603","2,112785","1,865828","0,970411","2,243361","2,545904","2,53459","1,369897","1,026979","2,131001","6,178463","3,981738","2,496479","1,168952","2,987959","6,75426","2,987883","2,704563","1,609108","5,158677","8,012771","3,163381","2,613073","1,144013"
14,"2,25","5,53141","5,92265","1,984044","1,969973","0,978204","2,412158","2,116627","2,712988","1,461815","1,066808","2,222332","4,380063","4,421893","2,341186","1,20735","3,170353","6,092781","3,055086","2,594816","1,62765","6,625857","6,580199","2,715481","2,590911","1,264208"
14,"2,375","6,414315","4,782232","2,126672","1,959589","1,006798","3,18411","1,776855","2,829687","1,451933","1,137466","2,856021","3,516638","4,613879","2,079881","1,256291","3,818484","5,201327","3,165211","2,303659","1,606484","8,425279","5,07312","2,543848","2,373549","1,375895"
14,"2,5","7,075081","3,860652","2,490479","1,847884","1,056374","4,499999","1,658999","2,87954","1,360591","1,258032","3,733902","3,090902","4,501743","1,72931","1,306393","4,83463","4,436953","3,286458","1,934637","1,589321","10,220251","4,010934","2,694307","2,043312","1,442449"
14,"2,625","7,311227","3,433616","2,990101","1,69765","1,118579","6,086411","1,765039","2,952356","1,239147","1,421735","4,559464","2,779438","4,234478","1,347769","1,347225","5,978817","4,083461","3,409074","1,590996","1,61097","11,59149","3,677715","3,101992","1,725498","1,439543"
14,"2,75","7,157813","3,507769","3,512674","1,595746","1,183201","7,438879","1,989773","3,157041","1,142223","1,591934","5,068131","2,483256","4,067441","1,049494","1,378054","6,889336","4,221003","3,557916","1,352013","1,680171","12,292611","3,990559","3,598996","1,53265","1,371139"
14,"2,875","6,657536","3,825338","3,958133","1,590007","1,245056","8,115371","2,1952","3,513218","1,098343","1,717231","5,085445","2,211752","4,162529","0,946558","1,405905","7,306222","4,656568","3,741467","1,25328","1,772773","12,165696","4,53687","3,998294","1,489754","1,272437"
14,3,"5,911895","4,057213","4,225955","1,672446","1,304746","7,872918","2,300562","3,920903","1,099463","1,754851","4,661152","2,062976","4,47497","1,075927","1,439356","7,163295","5,084925","3,942165","1,278346","1,841828","11,184111","4,823986","4,148906","1,542869","1,193281"
14,"3,125","5,060065","3,96117","4,231803","1,78259","1,360113","6,813725","2,292235","4,213575","1,127203","1,69099","3,947935","2,130472","4,793953","1,381928","1,47625","6,534187","5,264577","4,099936","1,374103","1,836682","9,53616","4,564565","4,005197","1,608719","1,171664"
14,"3,25","4,301349","3,565266","3,967601","1,848441","1,40107","5,305614","2,215977","4,254044","1,178382","1,548049","3,348895","2,46882","4,858483","1,767762","1,504426","5,685178","5,103268","4,132729","1,484826","1,733708","7,58893","3,878386","3,66813","1,642454","1,214178"
14,"3,375","3,740844","3,052098","3,502733","1,817182","1,412674","3,798126","2,149269","4,03167","1,25468","1,375809","3,165182","3,040757","4,509931","2,12744","1,5087","4,874796","4,629063","4,006763","1,569146","1,547972","5,774577","3,093911","3,325639","1,643513","1,29197"
14,"3,5","3,428672","2,603023","2,952074","1,679359","1,382333","2,633965","2,151427","3,659716","1,355471","1,225835","3,456277","3,717829","3,813481","2,381323","1,480409","4,386064","3,968854","3,742853","1,610463","1,326727","4,402148","2,57486","3,123459","1,630276","1,351255"
14,"3,625","3,339901","2,351248","2,434414","1,469981","1,308916","1,914756","2,242493","3,296973","1,462096","1,126266","4,111807","4,335099","3,025768","2,507008","1,427701","4,219916","3,309171","3,38938","1,618336","1,126583","3,728607","2,568141","3,097303","1,635559","1,343177"
14,"3,75","3,260793","2,336611","2,078039","1,256603","1,209332","1,557294","2,425","3,046677","1,538987","1,075148","4,961887","4,758081","2,407699","2,526562","1,375938","4,235046","2,835293","2,991124","1,621132","0,989144","3,541869","3,07986","3,216042","1,686696","1,249405"
14,"3,875","3,125412","2,50157","1,972647","1,109826","1,110205","1,454703","2,664758","2,906903","1,545974","1,044308","5,882122","4,909359","2,100797","2,478146","1,353232","4,229883","2,654263","2,565992","1,628485","0,922445","3,631801","3,892577","3,401274","1,780932","1,082399"
14,4,"2,807787","2,751709","2,083308","1,075288","1,034816","1,523224","2,908049","2,800488","1,461182","1,002321","6,747637","4,813364","2,073503","2,388632","1,37087","4,116831","2,742218","2,136431","1,632746","0,905134","3,657306","4,701369","3,518834","1,894381","0,879688"
14,"4,125","2,462552","2,9699","2,278752","1,141111","0,992181","1,719953","3,093239","2,621256","1,311187","0,940494","7,358074","4,596169","2,177867","2,260786","1,413468","3,893329","2,953931","1,733689","1,613816","0,905638","3,509358","5,226963","3,470032","1,994483","0,692163"
14,"4,25","2,133268","3,082619","2,409536","1,255694","0,97382","1,988857","3,16195","2,313773","1,169719","0,88234","7,648077","4,354846","2,267826","2,091231","1,446947","3,57915","3,081169","1,401181","1,569318","0,909706","3,20841","5,312933","3,243234","2,067693","0,568794"
14,"4,375","2,00322","3,096461","2,413142","1,362547","0,96047","2,250138","3,071951","1,917527","1,121413","0,870808","7,660999","4,173412","2,336985","1,892421","1,437139","3,205509","2,966315","1,212934","1,509865","0,92605","2,940447","4,93583","2,903911","2,120568","0,535722"
14,"4,5","2,11887","3,036844","2,309321","1,412693","0,936432","2,444959","2,820419","1,54615","1,209437","0,933882","7,537154","4,085122","2,450148","1,695643","1,371172","2,85993","2,570637","1,192733","1,447858","0,970527","2,849139","4,215893","2,551843","2,154827","0,585789"
14,"4,625","2,45837","2,913291","2,1494","1,390271","0,898367","2,544654","2,496108","1,299726","1,405716","1,068609","7,379132","4,064136","2,661221","1,546877","1,26081","2,606962","1,982544","1,294775","1,401957","1,05257","2,999421","3,364102","2,268672","2,164334","0,68487"
14,"4,75","2,890318","2,722146","1,990593","1,326449","0,861783","2,556153","2,241768","1,239366","1,635269","1,241433","7,205845","4,058434","2,961045","1,462158","1,132721","2,469327","1,384619","1,465995","1,411947","1,166082","3,329612","2,606298","2,08479","2,150949","0,788665"
14,"4,875","3,248442","2,486167","1,869706","1,296658","0,855666","2,519474","2,174678","1,37955","1,815855","1,403025","6,969786","3,989576","3,283271","1,421766","1,012069","2,416564","0,983796","1,684273","1,528079","1,293874","3,699305","2,129106","1,965605","2,143953","0,861934"
14,5,"3,447942","2,252008","1,785011","1,380751","0,900459","2,511586","2,308206","1,677742","1,90824","1,511627","6,592612","3,851866","3,521151","1,395419","0,913948","2,434341","0,92829","1,963885","1,796801","1,41794","3,965012","2,036358","1,855948","2,203094","0,890941"
14,"5,125","3,481168","2,065127","1,695998","1,621109","0,995634","2,582933","2,520332","2,059341","1,933015","1,550016","6,006759","3,664977","3,57068","1,352274","0,845892","2,548486","1,2293","2,287696","2,227166","1,521921","4,127411","2,284414","1,695149","2,391644","0,885901"
14,"5,25","3,357856","1,977071","1,547692","1,981526","1,121623","2,736939","2,61776","2,409573","1,952513","1,526572","5,163239","3,424522","3,384408","1,279868","0,814081","2,759103","1,770247","2,595979","2,764696","1,593902","4,17088","2,728175","1,449455","2,726495","0,870467"
14,"5,375","3,140199","2,016853","1,317663","2,357856","1,252663","2,933552","2,491111","2,617223","2,023462","1,466238","4,109396","3,120994","2,990806","1,187486","0,830429","2,990271","2,366155","2,783086","3,28679","1,628279","4,127024","3,195178","1,142849","3,148648","0,867097"
14,"5,5","2,868942","2,161117","1,049934","2,627767","1,365862","3,082497","2,158813","2,655956","2,145245","1,395298","3,01869","2,77485","2,514057","1,108782","0,909428","3,104504","2,831238","2,756363","3,649455","1,632019","3,954328","3,550108","0,88381","3,528001","0,884092"
14,"5,625","2,597071","2,327047","0,811534","2,711029","1,446948","3,099546","1,757667","2,594425","2,267638","1,331753","2,097852","2,407642","2,086816","1,088863","1,053644","3,006486","3,045298","2,499364","3,749738","1,621275","3,654904","3,699309","0,794463","3,720339","0,913159"
14,"5,75","2,373638","2,431489","0,647345","2,596573","1,489567","2,906072","1,430512","2,54759","2,320025","1,286741","1,480686","2,067431","1,809039","1,14991","1,24052","2,695126","3,004284","2,07495","3,566048","1,611815","3,240728","3,620339","0,924569","3,64047","0,936411"
14,"5,875","2,249251","2,414007","0,571809","2,336556","1,49403","2,477844","1,272211","2,603784","2,249814","1,266779","1,222939","1,83609","1,708996","1,274179","1,426275","2,273844","2,824855","1,601473","3,162713","1,608581","2,820057","3,352964","1,220831","3,30732","0,941684"
14,6,"2,252137","2,25724","0,57991","2,017488","1,467717","1,931706","1,323988","2,769155","2,070227","1,277959","1,296609","1,789454","1,753787","1,409245","1,565875","1,923477","2,690643","1,218263","2,674825","1,60836","2,485101","2,977918","1,572098","2,841042","0,933088"
14,"6,125","2,435205","1,984496","0,668365","1,718663","1,422115","1,475515","1,523298","2,959604","1,837101","1,320926","1,595236","1,903229","1,890902","1,505649","1,632518","1,810111","2,749079","1,010189","2,244477","1,605351","2,379521","2,575999","1,871311","2,391095","0,927693"
14,"6,25","2,777819","1,661774","0,853718","1,479436","1,368085","1,317562","1,743553","3,049133","1,616224","1,378046","1,938407","2,094779","2,102419","1,52785","1,626837","2,036553","3,052447","0,981831","1,948066","1,584271","2,540196","2,225568","2,077513","2,060131","0,942137"
14,"6,375","3,223126","1,391103","1,149053","1,298328","1,317739","1,519572","1,910454","2,948439","1,45387","1,412746","2,188207","2,268534","2,387275","1,463896","1,577677","2,553551","3,525468","1,098877","1,789934","1,524108","2,947124","2,062093","2,225732","1,869845","0,982542"
14,"6,5","3,577255","1,276095","1,517332","1,157247","1,2814","1,96731","2,03835","2,639729","1,352894","1,388123","2,2415","2,356833","2,698899","1,328863","1,524514","3,176759","3,997421","1,308573","1,739809","1,413788","3,412106","2,242496","2,345879","1,773778","1,042731"
14,"6,625","3,791047","1,394486","1,878305","1,058187","1,267049","2,474595","2,170906","2,229271","1,289766","1,291644","2,129961","2,343157","2,978206","1,182501","1,499093","3,726213","4,323706","1,562607","1,788458","1,268754","3,830031","2,890769","2,454314","1,714213","1,107017"
14,"6,75","3,743496","1,784578","2,136632","1,015881","1,275018","2,835561","2,342086","1,890899","1,232159","1,158123","1,948236","2,283608","3,261784","1,102746","1,516713","4,071338","4,405345","1,840158","1,925568","1,133314","4,041445","4,008425","2,536043","1,658141","1,162294"
14,"6,875","3,50933","2,519386","2,23596","1,054397","1,295246","2,955321","2,55756","1,761013","1,175165","1,056783","1,840034","2,292144","3,679114","1,138438","1,574336","4,239059","4,223069","2,123685","2,135508","1,056929","4,044695","5,532286","2,562709","1,62429","1,204769"
14,7,"3,147735","3,793946","2,244878","1,174481","1,31388","2,808187","2,817183","1,900462","1,126164","1,046453","1,864047","2,534348","4,354526","1,285734","1,652892","4,264834","3,857497","2,408568","2,406322","1,070308","3,87208","7,441265","2,570109","1,643163","1,233938"
,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,125","2,398825","1,830655","2,001895","1,113186","0,342175","2,033561","1,042404","0,815859","0,73896","0,407322","1,9663","2,351314","1,451083","0,989635","0,407796","1,32921","1,897407","2,996102","1,616625","1,485549","1,521697","1,703271","1,867972","0,822545","0,385409"
15,"0,25","2,320274","2,189147","2,474349","0,986719","0,347918","1,834648","1,334769","1,178601","0,709445","0,406767","1,783142","3,089943","1,70499","0,96946","0,438022","1,174259","2,397464","3,255576","1,649827","1,426579","1,222541","2,081938","2,236635","0,727503","0,380996"
15,"0,375","2,265006","2,599678","2,784129","0,827399","0,358216","1,533802","1,639271","1,538795","0,669482","0,392946","1,708468","3,951601","1,963715","0,909436","0,476097","0,959698","2,773079","3,483233","1,623538","1,313611","1,128239","2,576196","2,521347","0,618952","0,370521"
15,"0,5","2,315593","2,969199","2,83285","0,661193","0,360152","1,225165","1,916203","1,798717","0,611452","0,369976","1,732298","4,719201","2,187562","0,835634","0,513108","0,761347","2,920545","3,614737","1,5414","1,174953","1,425553","3,101277","2,626995","0,513677","0,349705"
15,"0,625","2,542986","3,231533","2,625513","0,513138","0,34786","1,006364","2,125287","1,91563","0,541572","0,345037","1,756455","5,179248","2,371768","0,778024","0,542753","0,635722","2,806253","3,559243","1,426628","1,045138","2,189624","3,544173","2,541458","0,420229","0,320535"
15,"0,75","2,980804","3,359428","2,250796","0,402973","0,323966","0,923367","2,208232","1,887201","0,480229","0,326334","1,802304","5,248517","2,520038","0,754318","0,565125","0,652387","2,479744","3,261713","1,306314","0,95508","3,355986","3,804549","2,32079","0,343654","0,29028"
15,"0,875","3,630772","3,370372","1,830878","0,335153","0,296109","1,00658","2,130737","1,760796","0,448982","0,32119","2,049717","5,036654","2,643881","0,765","0,586549","0,854213","2,039114","2,741486","1,195716","0,920988","4,727537","3,835792","2,053443","0,289296","0,267611"
15,1,"4,37701","3,330674","1,474497","0,306873","0,274359","1,245653","1,898138","1,608348","0,461555","0,335422","2,671939","4,742092","2,731348","0,806338","0,616483","1,215199","1,582218","2,097221","1,106378","0,939184","5,982178","3,672055","1,820385","0,274658","0,25968"
15,"1,125","5,025436","3,308842","1,290481","0,317772","0,270135","1,609802","1,568887","1,487931","0,516345","0,373152","3,693333","4,524956","2,787188","0,870989","0,665523","1,6604","1,172907","1,471921","1,030642","0,989722","6,819329","3,408195","1,735854","0,322615","0,274704"
15,"1,25","5,484479","3,326926","1,350655","0,369691","0,297248","2,03413","1,219792","1,418542","0,599802","0,434554","4,916874","4,443719","2,913841","0,952228","0,742378","2,108057","0,888303","1,029502","0,957565","1,050027","7,04895","3,156642","1,912525","0,441491","0,32356"
15,"1,375","5,600413","3,349212","1,652226","0,455457","0,365798","2,429502","0,898954","1,377052","0,692616","0,512014","5,946887","4,434483","3,235292","1,048226","0,843884","2,481588","0,793673","0,848807","0,905211","1,100674","6,625752","2,989809","2,391521","0,613154","0,40936"
15,"1,5","5,527051","3,308428","2,116716","0,562012","0,471034","2,729579","0,638083","1,340805","0,7754","0,591177","6,421832","4,369026","3,801551","1,144532","0,952695","2,729644","0,902024","0,887006","0,904834","1,123741","5,83226","2,891104","3,094776","0,80134","0,519762"
15,"1,625","5,926122","3,194916","2,619833","0,667691","0,590939","2,917542","0,472262","1,297686","0,832939","0,656157","6,196184","4,157161","4,544631","1,218716","1,041691","2,834413","1,183241","1,025955","0,980615","1,10974","5,505561","2,843729","3,832951","0,956509","0,626939"
15,"1,75","7,473694","3,057234","2,992314","0,757925","0,693305","3,049941","0,449499","1,247132","0,860857","0,69754","5,398042","3,794104","5,294268","1,250562","1,087069","2,822276","1,557509","1,142286","1,139449","1,067412","6,577967","2,868895","4,344341","1,04478","0,698646"
15,"1,875","11,080849","2,930195","3,097165","0,82317","0,74817","3,198086","0,597524","1,190438","0,861193","0,714846","4,414059","3,362804","5,791758","1,231243","1,080771","2,744627","1,927994","1,169509","1,36735","1,019667","9,855089","2,973283","4,418348","1,055001","0,710879"
15,2,"16,096281","2,828485","2,869185","0,859512","0,740341","3,351604","0,893899","1,110795","0,834123","0,711757","3,596775","2,944078","5,805048","1,162712","1,03617","2,631216","2,192822","1,117804","1,628615","0,990127","14,806718","3,155932","3,973069","0,995329","0,65731"
15,"2,125","21,926777","2,747096","2,38257","0,869313","0,677284","3,451695","1,267663","0,992497","0,776946","0,693385","3,177166","2,584658","5,269572","1,064094","0,985166","2,486101","2,290849","1,030725","1,890451","0,996439","20,608635","3,397285","3,130098","0,89076","0,55534"
15,"2,25","26,40906","2,690559","1,785856","0,854636","0,585984","3,363606","1,632703","0,848574","0,700902","0,665555","3,063188","2,270361","4,318671","0,968851","0,960935","2,293864","2,218967","0,951147","2,149554","1,042901","25,141735","3,634481","2,138227","0,772627","0,43954"
